,datetime,title,source,link,sentiment_class,sentiment_score
0,9/28/2016 6:00:22 AM,BRIEF-Cintas sees FY 2017 revenue $5.16 bln to $5.225 bln (CTAS),Reuters,/news/stocks/brief-cintas-sees-fy-2017-revenue-$5-16-bln-to-$5-225-bln-ctas-1001422153,negative,0.6807934045791626
1,9/30/2016 1:50:23 AM,"BRIEF-G&K Services, Cintas received request for additional information from FTC on Sept. 29 - SEC Filing (CTAS)",Reuters,/news/stocks/brief-g&k-services-cintas-received-request-for-additional-information-from-ftc-on-sept-29-sec-filing-ctas-1001428033,positive,0.934390127658844
2,9/30/2016 3:10:24 AM,BRIEF- Each of Cintas and G&K Services received a request for additional information from FTC (CTAS),Reuters,/news/stocks/brief-each-of-cintas-and-g&k-services-received-a-request-for-additional-information-from-ftc-ctas-1001428045,positive,0.8975115418434143
3,10/18/2016 6:00:22 PM,BRIEF-Cintas Corp approves $1.33 per share annual dividend (CTAS),Reuters,/news/stocks/brief-cintas-corp-approves-$1-33-per-share-annual-dividend-ctas-1001462809,positive,0.6443467140197754
4,11/15/2016 11:36:21 PM,BRIEF-G&K Services shareholders approve merger with Cintas (CTAS),Reuters,http://www.businessinsider.com/r-brief-gk-services-shareholders-approve-merger-with-cintas-2016-11,positive,0.9124091863632202
5,12/22/2016 10:50:03 PM,BRIEF-Cintas Q2 revenue $1.3 billion (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-q2-revenue-13-billion-2016-12,positive,0.9222267866134644
6,3/17/2017 2:12:22 PM,Cintas Says All Regulatory Consents For G&K Services Acquisition Received ,RTTNews,/news/stocks/cintas-says-all-regulatory-consents-for-g-k-services-acquisition-received-1001846080,positive,0.89620441198349
7,3/17/2017 2:24:45 PM,BRIEF-Cintas Corp announces regulatory approval for the acquisition of G&K Services (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-corp-announces-regulatory-approval-for-the-acquisition-of-gk-services-2017-3,positive,0.7218528985977173
8,3/20/2017 11:36:00 PM,OraSure Technologies and John B. Sanfilippo & Son Set to Join S&P SmallCap 600,PR Newswire,/news/stocks/orasure-technologies-and-john-b-sanfilippo-son-set-to-join-s-p-smallcap-600-1001851843,positive,0.9489189982414246
9,3/21/2017 10:34:47 PM,"BRIEF-Cintas Corp on march 21, 2017, G&K Services, entered into an amended, restated note purchase agreement (CTAS)",Reuters,http://www.businessinsider.com/r-brief-cintas-corp-on-march-21-2017-gk-services-entered-into-an-amended-restated-note-purchase-agreement-2017-3,positive,0.7100452184677124
10,3/21/2017 11:44:47 PM,BRIEF-Cintas Corp says G&K Services enters amended and restated note purchase agreement (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-corp-says-gk-services-enters-amended-and-restated-note-purchase-agreement-2017-3,positive,0.6818481087684631
11,3/22/2017 9:21:39 PM,Cintas Corporation Announces 1% Rise In Q3 Profit,RTTNews,/news/stocks/cintas-corporation-announces-1-rise-in-q3-profit-1001859642,negative,0.9429602026939392
12,3/29/2017 1:05:00 PM,"Research Reports Initiation on Business Services Stocks -- TransUnion, Verisk Analytics, Cintas, and Alliance Data Systems",PR Newswire,/news/stocks/research-reports-initiation-on-business-services-stocks-transunion-verisk-analytics-cintas-and-alliance-data-systems-1001877301,positive,0.9445846676826477
13,5/10/2017 12:10:00 PM,"Research Reports Initiation on Business Services Stocks -- Verisk Analytics, Cintas, Alliance Data Systems, and ABM Industries",PR Newswire,/news/stocks/research-reports-initiation-on-business-services-stocks-verisk-analytics-cintas-alliance-data-systems-and-abm-industries-1001998368,positive,0.9423240423202515
14,6/13/2017 1:05:00 PM,"Business Services Stocks on Investors' Radar -- Advisory Board, Altisource Portfolio Solutions, MAXIMUS, and Cintas",PR Newswire,/news/stocks/business-services-stocks-on-investors-radar-advisory-board-altisource-portfolio-solutions-maximus-and-cintas-1002088453,positive,0.944374144077301
15,7/20/2017 10:24:03 PM,BRIEF-Cintas reports Q4 revenue $1.53 billion (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-reports-q4-revenue-153-billion-2017-7,positive,0.9265614151954651
16,7/20/2017 10:31:20 PM,Cintas Corporation Q4 Income Falls 36%,RTTNews,/news/stocks/cintas-corporation-q4-income-falls-36-1002192883,neutral,0.9688718914985657
17,7/20/2017 10:45:05 PM,Cintas Issues FY18 Guidance - Quick Facts ,RTTNews,/news/stocks/cintas-issues-fy18-guidance-quick-facts-1002192932,positive,0.9427821636199951
18,8/21/2017 12:30:00 PM,"Today's Research Report Coverage on Business Services Stocks -- FleetCor Technologies, ServiceMaster Global, Cintas, and WEX Inc.",PR Newswire,/news/stocks/today-s-research-report-coverage-on-business-services-stocks-fleetcor-technologies-servicemaster-global-cintas-and-wex-inc-1002271724,positive,0.9493526220321655
19,9/1/2017 10:57:09 PM,BRIEF-Cintas to close distribution center and centralized stockroom in Atlanta over next 12 months​ (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-to-close-distribution-center-and-centralized-stockroom-in-atlanta-over-next-12-months-2017-9,positive,0.8902385830879211
20,9/7/2017 5:17:03 PM,BRIEF-Cintas says CEO Scott Farmer's FY 2017 total compensation was $8.6 million (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-says-ceo-scott-farmers-fy-2017-total-compensation-was-86-million-2017-9,positive,0.7374188899993896
21,9/26/2017 10:20:54 PM,EARNINGS SUMMARY: Details of Cintas Corporation Q1 Earnings Report,RTTNews,/news/stocks/earnings-summary-details-of-cintas-corporation-q1-earnings-report-1002593548,positive,0.931135356426239
22,9/26/2017 10:27:11 PM,BRIEF-Cintas Corporation Q1 revenue $1.61 billion (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-corporation-q1-revenue-161-billion-2017-9,positive,0.9307867884635925
23,10/16/2017 9:14:00 PM,Aramark International Finance Sarl -- Moody's affirms Aramark CFR at Ba2; outlook changed to negative,Moodys,/news/bonds/aramark-international-finance-sarl-moody-s-affirms-aramark-cfr-at-ba2-outlook-changed-to-negative-1004522728,neutral,0.4237067401409149
24,11/30/2017 5:34:00 PM,"Aramark Services, Inc. -- Moody's rates Aramark term loan at Ba1",Moodys,/news/bonds/aramark-services-inc-moody-s-rates-aramark-term-loan-at-ba1-1010073760,positive,0.9197217226028442
25,12/21/2017 10:24:33 PM,EARNINGS SUMMARY: Details of Cintas Corporation Q2 Earnings Report,RTTNews,/news/stocks/earnings-summary-details-of-cintas-corporation-q2-earnings-report-1011765624,positive,0.92931067943573
26,12/21/2017 10:37:03 PM,BRIEF-Cintas Corp Q2 EPS $1.24 From Continuing Operations (CTAS),Reuters,http://www.businessinsider.com/r-brief-cintas-corp-q2-eps-124-from-continuing-operations-2017-12,positive,0.8025093078613281
27,12/22/2017 8:47:25 PM,Cintas Turns Lower After Reaching Record Intraday High ,RTTNews,/news/stocks/cintas-turns-lower-after-reaching-record-intraday-high-1011835157,neutral,0.9226628541946411
