,datetime,title,source,link,sentiment_class,sentiment_score
0,6/11/2015 9:42:54 PM,"The only bank that stuck it out in a crucial part of the student loan game (MS, GS, WFC, JPM, USB)",Business Insider Contributor ,http://www.businessinsider.com/banks-are-jumping-into-the-slabs-business-2015-6,positive,0.8897044062614441
1,9/29/2016 11:30:30 AM,"Citigroup becomes last big U.S. bank to join payments network (FISV, WFC, C, USB, JPM, COF, BAC)",Reuters,/news/stocks/citigroup-becomes-last-big-u-s-bank-to-join-payments-network-fisv-wfc-c-usb-jpm-cof-bac-1001425144,positive,0.8892279267311096
2,10/3/2016 9:30:20 AM,"Judge throws out three FDIC lawsuits over soured mortgage debt (C, USB, BK)",Reuters,/news/stocks/judge-throws-out-three-fdic-lawsuits-over-soured-mortgage-debt-c-usb-bk-1001431448,neutral,0.8681257367134094
3,10/4/2016 8:50:20 PM,BRIEF-U.S. Bancorp announced redemption of outstanding 2.20% medium-term notes (USB),Reuters,/news/stocks/brief-u-s-bancorp-announced-redemption-of-outstanding-2-20percent-medium-term-notes-usb-1001435818,positive,0.8265618681907654
4,10/19/2016 3:00:23 PM,U.S. Bancorp's quarterly revenue rises 4.7 pct (USB),Reuters,/news/stocks/u-s-bancorps-quarterly-revenue-rises-4-7-pct-usb-1001465177,negative,0.937822163105011
5,10/19/2016 3:30:29 PM,"UPDATE 1-U.S. Bancorp's quarterly revenue rises 4.7 pct (USB, MTB)",Reuters,/news/stocks/update-1-u-s-bancorps-quarterly-revenue-rises-4-7-pct-usb-mtb-1001465276,negative,0.9438111782073975
6,10/19/2016 9:06:20 PM,BRIEF-U.S. Bancorp expects net interest income to increase in Q4 - Conf call (USB),Reuters,http://www.businessinsider.com/r-brief-us-bancorp-expects-net-interest-income-to-increase-in-q4---conf-call-2016-10,negative,0.95427405834198
7,12/14/2016 9:30:06 PM,BRIEF-U.S. Bank raises prime lending rate to 3.75 pct from 3.50 pct (USB),Reuters,http://www.businessinsider.com/r-brief-us-bank-raises-prime-lending-rate-to-375-pct-from-350-pct-2016-12,negative,0.9243699312210083
8,12/20/2016 6:30:48 PM,Apple extends its dongle sale for 90 days (AAPL),Business Insider,http://www.businessinsider.com/apple-dongles-cables-monitors-on-sale-through-march-2016-12,positive,0.895495593547821
9,1/2/2017 5:48:08 AM,Protesters hang banner during NFL game to protest North Dakota pipeline,Reuters,http://www.businessinsider.com/r-protesters-hang-banner-during-nfl-game-to-protest-north-dakota-pipeline-2017-1,neutral,0.8434565663337708
10,1/2/2017 7:32:03 AM,"UPDATE 1-Protesters hang banner during NFL game to protest North Dakota pipeline (USB, ETP)",Reuters,http://www.businessinsider.com/r-update-1-protesters-hang-banner-during-nfl-game-to-protest-north-dakota-pipeline-2017-1,neutral,0.8258267641067505
11,2/3/2017 3:34:08 PM,"Fed outlines terms for bank 'stress test' due this summer (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS)",Reuters,http://www.businessinsider.com/r-fed-outlines-terms-for-bank-stress-test-due-this-summer-2017-2,positive,0.9498165845870972
12,2/3/2017 4:36:10 PM,"UPDATE 1-Fed puts more emphasis on commercial real estate in 2017 stress test (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS, TD)",Reuters,http://www.businessinsider.com/r-update-1-fed-puts-more-emphasis-on-commercial-real-estate-in-2017-stress-test-2017-2,positive,0.858799397945404
13,2/10/2017 11:14:10 PM,"Fed issues revised scenarios for bank stress tests after error (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS, TD)",Reuters,http://www.businessinsider.com/r-fed-issues-revised-scenarios-for-bank-stress-tests-after-error-2017-2,positive,0.9367318749427795
14,3/3/2017 10:20:22 PM,BRIEF-U.S. Bancorp announces redemption of all outstanding depositary shares (USB),Reuters,http://www.businessinsider.com/r-brief-us-bancorp-announces-redemption-of-all-outstanding-depositary-shares-2017-3,positive,0.8820717334747314
15,3/6/2017 4:00:00 PM,Five Entrepreneurs Selected As Part Of Project American Dreams To Launch On HSN,PR Newswire,/news/stocks/five-entrepreneurs-selected-as-part-of-project-american-dreams-to-launch-on-hsn-1001807369,positive,0.8191470503807068
16,3/6/2017 4:00:00 PM,Five Entrepreneurs Selected As Part Of Project American Dreams To Launch On HSN,PR Newswire,/news/stocks/five-entrepreneurs-selected-as-part-of-project-american-dreams-to-launch-on-hsn-1001807351,positive,0.8191470503807068
17,3/8/2017 7:52:22 PM,"UPDATE 1-Withdrawal of GE's Nason leaves Fed job up in the air (GE, USB, BBT)",Reuters,http://www.businessinsider.com/r-update-1-withdrawal-of-ges-nason-leaves-fed-job-up-in-the-air-2017-3,neutral,0.8972828984260559
18,3/15/2017 10:12:43 PM,BRIEF-U.S. Bank raises prime lending rate to 4.00 pct from 3.75 pct effective March 16 (USB),Reuters,http://www.businessinsider.com/r-brief-us-bank-raises-prime-lending-rate-to-400-pct-from-375-pct-effective-march-16-2017-3,negative,0.9010579586029053
19,3/16/2017 8:18:43 PM,"BRIEF-Jamie Walker to lead U.S. Bancorp subsidiary, Elavon as CEO (USB)",Reuters,http://www.businessinsider.com/r-brief-jamie-walker-to-lead-us-bancorp-subsidiary-elavon-as-ceo-2017-3,positive,0.9420163035392761
20,3/20/2017 12:10:00 PM,"Technical Reports on Banking Stocks -- Huntington Bancshares, KeyCorp, US Bancorp, and Fifth Third",PR Newswire,/news/stocks/technical-reports-on-banking-stocks-huntington-bancshares-keycorp-us-bancorp-and-fifth-third-1001849501,positive,0.9426862001419067
21,3/20/2017 3:36:44 PM,"BRIEF-U.S. Bancorp says to offer mobile payments for Visa commercial cards (USB, V)",Reuters,http://www.businessinsider.com/r-brief-us-bancorp-says-to-offer-mobile-payments-for-visa-commercial-cards-2017-3,positive,0.582942008972168
22,3/24/2017 2:10:46 PM,"Fed gives Northern Trust 'living will' extension along with four foreign banks (NTRS, AXP, BBT, COF, CMA, DFS, FITB, HBAN, 507948, MTB, RF, STI, PNC, USB, ZION)",Reuters,http://www.businessinsider.com/r-fed-gives-northern-trust-living-will-extension-along-with-four-foreign-banks-2017-3,positive,0.8076420426368713
23,3/24/2017 3:50:46 PM,"UPDATE 1-Fed gives four foreign banks 'living will' extension, faults Northern Trust (NTRS, BARC, DBK, AXP, BBT, COF, CMA, DFS, FITB, HBAN, KEY, MTB, RF, STI, PNC, USB, ZION)",Reuters,http://www.businessinsider.com/r-update-1-fed-gives-four-foreign-banks-living-will-extension-faults-northern-trust-2017-3,positive,0.8930356502532959
24,4/5/2017 5:52:50 PM,BRIEF-U.S. Bancorp announces redemption of medium-term notes (USB),Reuters,http://www.businessinsider.com/r-brief-us-bancorp-announces-redemption-of-medium-term-notes-2017-4,positive,0.8990057110786438
25,4/19/2017 12:51:25 PM,US Bancorp Earnings Climb 5% In Q1,RTTNews,/news/stocks/us-bancorp-earnings-climb-5-in-q1-1001930058,negative,0.9413837790489197
26,4/19/2017 1:09:03 PM,BRIEF-U.S. Bancorp reports Q1 earnings per share $0.82 (USB),Reuters,http://www.businessinsider.com/r-brief-us-bancorp-reports-q1-earnings-per-share-082-2017-4,positive,0.6345382928848267
27,4/19/2017 8:43:03 PM,MOVES-BTIG adds four new hires to fixed income credit group (USB),Reuters,http://www.businessinsider.com/r-moves-btig-adds-four-new-hires-to-fixed-income-credit-group-2017-4,positive,0.7897210121154785
28,4/20/2017 7:51:06 AM,"PRESS DIGEST - Wall Street Journal - April 20 (USB, AXP)",Reuters,http://www.businessinsider.com/r-press-digest---wall-street-journal---april-20-2017-4,positive,0.9326121211051941
29,4/24/2017 2:30:00 PM,Amadeus and U.S. Bank partner to deliver virtual payments technology to U.S. travel agencies,PR Newswire,/news/stocks/amadeus-and-u-s-bank-partner-to-deliver-virtual-payments-technology-to-u-s-travel-agencies-1001942036,positive,0.7087859511375427
30,4/25/2017 1:21:08 PM,"BRIEF-Canadian Solar secures project financing from Prudential Capital group and U.S. Bank (CSIQ, USB)",Reuters,http://www.businessinsider.com/r-brief-canadian-solar-secures-project-financing-from-prudential-capital-group-and-us-bank-2017-4,positive,0.6179856657981873
31,5/11/2017 12:05:00 PM,"Research Reports on Banking Equities -- KeyCorp, Huntington Bancshares, US Bancorp, and Fifth Third Bancorp",PR Newswire,/news/stocks/research-reports-on-banking-equities-keycorp-huntington-bancshares-us-bancorp-and-fifth-third-bancorp-1002003348,positive,0.9419333934783936
32,6/7/2017 1:26:03 PM,BRIEF-U.S. Bancorp says issued EUR 1 bln aggregate principal amount of 0.850% medium-term notes (USB),Reuters,http://www.businessinsider.com/r-brief-us-bancorp-says-issued-eur-1-bln-aggregate-principal-amount-of-0850-medium-term-notes-2017-6,positive,0.9142099022865295
33,6/7/2017 7:04:03 PM,MOVES-Private Client Reserve of US Bank hires new senior private banker (USB),Reuters,http://www.businessinsider.com/r-moves-private-client-reserve-of-us-bank-hires-new-senior-private-banker-2017-6,positive,0.903784990310669
34,6/7/2017 9:48:03 PM,"MOVES-Deutsche Bank, AMP Capital, IPF, US Bancorp (DBK, IPF, USB, RY)",Reuters,http://www.businessinsider.com/r-moves-deutsche-bank-amp-capital-ipf-us-bancorp-2017-6,positive,0.9348254203796387
35,6/9/2017 9:00:00 PM,ATA Renews U.S. Bank as Part of Featured Product Program for Fourth Year,PR Newswire,/news/stocks/ata-renews-u-s-bank-as-part-of-featured-product-program-for-fourth-year-1002082961,positive,0.7864475846290588
