datetime,title,source,link,sentiment_class,sentiment_score
9/15/2022 1:46:48 PM,Jacobs Solutions declares $0.23 dividend,Seeking Alpha,https://seekingalpha.com/news/3883099-jacobs-solutions-inc-declares-0_23-dividend?utm_source=businessinsider&utm_medium=referral,neutral,0.9395220279693604
9/18/2022 12:26:48 PM,"Citi picks best Buy and Sell stocks in all sectors, leaning to quality and momentum",Seeking Alpha,https://seekingalpha.com/news/3883555-citi-picks-top-buy-rated-and-sell-rated-stocks-leaning-to-quality-and-momentum?utm_source=businessinsider&utm_medium=referral,neutral,0.7906822562217712
10/21/2022 1:15:34 AM,Barclays Sticks to Their Buy Rating for Jacobs Engineering (J),TipRanks,/news/stocks/barclays-sticks-to-their-buy-rating-for-jacobs-engineering-j-1031822863,neutral,0.8744580745697021
10/25/2022 10:41:02 PM,"Boston Scientific, Jacobs Solutions: Wall Street Loves These 2 Stocks",TipRanks,/news/stocks/boston-scientific-jacobs-solutions-wall-street-loves-these-2-stocks-1031834857,neutral,0.844433069229126
11/20/2022 3:01:13 PM,Here's what to expect from Jacobs Solutions's earnings report,Markets Insider Automation,/news/stocks/jacobs_solutions-stock-q4-earnings-preview-1031926958,neutral,0.9316626787185669
11/21/2022 12:01:06 PM,"US Stocks On Track For Weaker Start To The Week: Disney Gains On Iger's Return, Digital World, Tesla, China Stocks In Focus",Benzinga,/news/stocks/us-stocks-on-track-for-weaker-start-to-the-week-disney-gains-on-iger-s-return-digital-world-tesla-china-stocks-in-focus-1031927964,negative,0.9407873153686523
1/6/2023 2:03:23 PM,Amarin To Rally 138%? Here Are 10 Other Analyst Forecasts For Friday,Benzinga,/news/stocks/amarin-to-rally-138-here-are-10-other-analyst-forecasts-for-friday-1032004172,neutral,0.8967453241348267
1/6/2023 4:00:52 PM,"Benzinga's Top Ratings Upgrades, Downgrades For January 6, 2023",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-january-6-2023-1032004445,negative,0.5332218408584595
1/7/2023 2:00:11 PM,Quant Ratings Updated on 59 Stocks,InvestorPlace,/news/stocks/20230107-quant-ratings-1032005408,neutral,0.9321945309638977
1/13/2023 4:00:43 PM,"Benzinga's Top Ratings Upgrades, Downgrades For January 13, 2023",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-january-13-2023-1032017752,negative,0.5342617630958557
1/20/2023 3:49:45 PM,DMC Global Appoints Eric Walter As Finance Chief,Benzinga,/news/stocks/dmc-global-appoints-eric-walter-as-finance-chief-1032031017,neutral,0.9315151572227478
1/25/2023 10:05:02 PM,"Jacobs Engineering raises dividend by 13% to $0.26, announces $1B buyback",Seeking Alpha,https://seekingalpha.com/news/3927904-jacobs-solutions-inc-declares-0_26-dividend?utm_source=businessinsider&utm_medium=referral,positive,0.7833468317985535
2/6/2023 3:01:13 PM,Here's what Wall Street expects from Jacobs Solutions's earnings report,Markets Insider Automation,/news/stocks/jacobs_solutions-q1-earnings-preview-stock-1032070354,neutral,0.918146014213562
