,datetime,title,source,link,sentiment_class,sentiment_score
0,3/24/2005 4:07:00 PM,The Hartford's John Giamalis to Speak at JPMorgan Insurance Conference,PR Newswire,/news/stocks/the-hartford-s-john-giamalis-to-speak-at-jpmorgan-insurance-conference-1030537539,positive,0.938039243221283
1,7/19/2005 4:07:00 PM,South Carolina Looks to The Hartford for The State's Optional Retirement Plan,PR Newswire,/news/stocks/south-carolina-looks-to-the-hartford-for-the-state-s-optional-retirement-plan-1005758456,positive,0.7808974981307983
2,8/3/2005 6:47:00 PM,NINA Earns National Recognition for Community Service,PR Newswire,/news/stocks/nina-earns-national-recognition-for-community-service-1000025013,negative,0.8790392875671387
3,6/19/2006 7:42:00 PM,Woody Herman Orchestra to Head Stellar Line-Up at The 15th Annual Greater Hartford Festival of Jazz,PR Newswire,/news/stocks/woody-herman-orchestra-to-head-stellar-line-up-at-the-15th-annual-greater-hartford-festival-of-jazz-1000033460,positive,0.7094786763191223
4,2/2/2017 10:36:16 PM,EARNINGS SUMMARY: Details of Hartford Financial Services Group Inc. Q4 Earnings Report,RTTNews,/news/stocks/earnings-summary-details-of-hartford-financial-services-group-inc-q4-earnings-report-1001719675,positive,0.9117568731307983
5,2/2/2017 10:52:09 PM,BRIEF-Hartford Financial Services Group Q4 loss per share $0.22 (HIG),Reuters,http://www.businessinsider.com/r-brief-hartford-financial-services-group-q4-loss-per-share-022-2017-2,neutral,0.9490870237350464
6,3/21/2017 12:30:00 PM,"Insurance Stocks on Investors' Radar -- Hartford, Radian, XL Group, and MBIA",PR Newswire,/news/stocks/insurance-stocks-on-investors-radar-hartford-radian-xl-group-and-mbia-1001853387,positive,0.9321991205215454
7,4/28/2017 2:45:02 AM,EARNINGS SUMMARY: Details of Hartford Financial Services Group Inc. Q1 Earnings Report,RTTNews,/news/stocks/earnings-summary-details-of-hartford-financial-services-group-inc-q1-earnings-report-1001959371,positive,0.9122357368469238
8,5/2/2017 12:45:00 PM,"Research Reports Coverage on Insurance Stocks -- Hartford Financial Services, Radian, Allstate, and Old Republic",PR Newswire,/news/stocks/research-reports-coverage-on-insurance-stocks-hartford-financial-services-radian-allstate-and-old-republic-1001968740,positive,0.9429607391357422
9,5/30/2017 5:40:00 PM,AARP Foundation Announces Expanded Summer of Service to Seniors℠ Aimed at Raising Awareness of Older Adult Poverty and Food Insecurity,PR Newswire,/news/stocks/aarp-foundation-announces-expanded-summer-of-service-to-seniors-aimed-at-raising-awareness-of-older-adult-poverty-and-food-insecurity-1002051446,negative,0.8412436246871948
10,6/12/2017 10:30:04 PM,BRIEF-The hartford names Robert Paiano executive vice president and chief risk officer (HIG),Reuters,http://www.businessinsider.com/r-brief-the-hartford-names-robert-paiano-executive-vice-president-and-chief-risk-officer-2017-6,positive,0.939995288848877
11,6/23/2017 1:00:00 PM,"Stocks Under Scanner in the Property and Casualty Insurance Space -- AmTrust Financial Services, Hartford Financial Services, MBIA, and Warrior Met Coal",PR Newswire,/news/stocks/stocks-under-scanner-in-the-property-and-casualty-insurance-space-amtrust-financial-services-hartford-financial-services-mbia-and-warrior-met-coal-1002119256,positive,0.8766509294509888
12,6/26/2017 1:18:33 PM,Hartford Says Reduces Pension Liabilities By $1.6 Bln ,RTTNews,/news/stocks/hartford-says-reduces-pension-liabilities-by-1-6-bln-1002123284,negative,0.8566623330116272
13,6/26/2017 1:36:03 PM,"BRIEF-Hartford Financial enters agreement with Prudential Financial to buy group annuity contract and transfer pension plan liabilities​ (HIG, PRU)",Reuters,http://www.businessinsider.com/r-brief-hartford-financial-enters-agreement-with-prudential-financial-to-buy-group-annuity-contract-and-transfer-pension-plan-liabilities-2017-6,negative,0.7696152329444885
14,6/26/2017 1:42:04 PM,"Insurer Hartford to transfer pension liabilities to Prudential (HIG, PRU)",Reuters,http://www.businessinsider.com/r-insurer-hartford-to-transfer-pension-liabilities-to-prudential-2017-6,positive,0.9507192969322205
15,6/26/2017 1:58:08 PM,"UPDATE 1-Insurer Hartford to transfer pension liabilities to Prudential (HIG, PRU, ACN, AIG)",Reuters,http://www.businessinsider.com/r-update-1-insurer-hartford-to-transfer-pension-liabilities-to-prudential-2017-6,positive,0.9273755550384521
16,6/27/2017 5:04:00 PM,"AARP Foundation's Expanded Summer of Service to Seniors Coming to Denver, Aimed at Raising Awareness of Older Adult Poverty and Food Insecurity",PR Newswire,/news/stocks/aarp-foundation-s-expanded-summer-of-service-to-seniors-coming-to-denver-aimed-at-raising-awareness-of-older-adult-poverty-and-food-insecurity-1002128246,negative,0.8530606031417847
17,7/19/2017 6:12:03 PM,"WRAPUP 2-U.S. homebuilding hits four-month high, supply constraints remain (HIG)",Reuters,http://www.businessinsider.com/r-wrapup-2-us-homebuilding-hits-four-month-high-supply-constraints-remain-2017-7,neutral,0.7149965763092041
18,7/24/2017 1:04:04 PM,"RPT-Hail, pummeled cars loom over U.S. insurance results (TRV, AIG, ALL, HIG, ACGL, AON)",Reuters,http://www.businessinsider.com/r-rpt-hail-pummeled-cars-loom-over-us-insurance-results-2017-7,neutral,0.6459808349609375
19,7/27/2017 11:21:01 PM,Hartford Financial Services Group Inc. Earnings Climb 219% In Q2,RTTNews,/news/stocks/hartford-financial-services-group-inc-earnings-climb-219-in-q2-1002212698,negative,0.9024481773376465
