,datetime,title,source,link,sentiment_class,sentiment_score
0,12/15/2005 11:22:00 PM,Frank Ptak Will Succeed John Nichols as Marmon Group CEO,PR Newswire,/news/stocks/frank-ptak-will-succeed-john-nichols-as-marmon-group-ceo-1006993669,positive,0.92274010181427
1,10/25/2007 7:37:00 PM,ITW's Board of Directors Elects Juan Valls to Executive Vice President; Robert Brunner Moves to New Executive Vice President Role,PR Newswire,/news/stocks/itws-board-of-directors-elects-juan-valls-to-executive-vice-president;-robert-brunner-moves-to-new-executive-vice-president-role-229121,positive,0.8822439312934875
2,10/20/2016 3:36:20 PM,BRIEF-Illinois Tool Works Q3 GAAP EPS $1.50 (ITW),Reuters,http://www.businessinsider.com/r-brief-illinois-tool-works-q3-gaap-eps-150-2016-10,positive,0.9090525507926941
3,11/4/2016 9:24:18 PM,BRIEF-Illinois Tool Works enters agreement to sell $1 bln amount of notes due 2026 (ITW),Reuters,http://www.businessinsider.com/r-brief-illinois-tool-works-enters-agreement-to-sell-1-bln-amount-of-notes-due-2026-2016-11,negative,0.7911631464958191
4,12/2/2016 6:56:05 PM,"BRIEF-Illinois Tool Works initiates 2017 guidance, sees earning per share of $6.00 to $6.20 (ITW)",Reuters,http://www.businessinsider.com/r-brief-illinois-tool-works-initiates-2017-guidance-sees-earning-per-share-of-600-to-620-2016-12,positive,0.6486154198646545
5,1/25/2017 2:28:05 PM,BRIEF-ITW reports Q4 adj. earnings per share $1.39 (ITW),Reuters,http://www.businessinsider.com/r-brief-itw-reports-q4-adj-earnings-per-share-139-2017-1,positive,0.7872007489204407
6,3/28/2017 12:15:00 PM,"Technical Reports on Machinery Stocks -- Xylem, Cummins, Flowserve, and Illinois Tool Works",PR Newswire,/news/stocks/technical-reports-on-machinery-stocks-xylem-cummins-flowserve-and-illinois-tool-works-1001873065,positive,0.9406673312187195
7,4/24/2017 2:13:59 PM,Illinois Tool Works Raises 2017 Guidance; Q1 Profit Beats Estimates ,RTTNews,/news/stocks/illinois-tool-works-raises-2017-guidance-q1-profit-beats-estimates-1001941968,negative,0.8122044205665588
8,4/24/2017 2:15:05 PM,Illinois Tool Works Inc Reports 15% Increase In Q1 Bottom Line,RTTNews,/news/stocks/illinois-tool-works-inc-reports-15-increase-in-q1-bottom-line-1001941961,negative,0.9326478838920593
9,5/12/2017 12:50:00 PM,"Industrial Goods Stocks Under Scanner -- Xylem, Flowserve, Illinois Tool Works, and Snap-on",PR Newswire,/news/stocks/industrial-goods-stocks-under-scanner-xylem-flowserve-illinois-tool-works-and-snap-on-1002007832,neutral,0.5264504551887512
10,6/1/2017 12:45:00 PM,"Deere to acquire the Wirtgen Group, the global leader in road construction equipment",PR Newswire,/news/stocks/deere-to-acquire-the-wirtgen-group-the-global-leader-in-road-construction-equipment-1001729846,positive,0.7315293550491333
11,6/21/2017 12:20:00 PM,"How These Industrial Goods Stocks are Performing? -- Flowserve, Illinois Tool Works, Xylem, and Kennametal",PR Newswire,/news/stocks/how-these-industrial-goods-stocks-are-performing-flowserve-illinois-tool-works-xylem-and-kennametal-1002111226,positive,0.9312255382537842
12,7/24/2017 2:02:36 PM,Illinois Tool Works Inc Q2 Earnings Rise 12%,RTTNews,/news/stocks/illinois-tool-works-inc-q2-earnings-rise-12-1002198413,negative,0.9192681908607483
13,7/24/2017 2:38:06 PM,BRIEF-ITW reports second-quarter 2017 results (ITW),Reuters,http://www.businessinsider.com/r-brief-itw-reports-second-quarter-2017-results-2017-7,positive,0.8349859714508057
14,8/4/2017 1:00:00 PM,"Industrial Goods Stocks on Investors' Radar -- Illinois Tool Works, Xylem, Terex, and Titan",PR Newswire,/news/stocks/industrial-goods-stocks-on-investors-radar-illinois-tool-works-xylem-terex-and-titan-1002233585,positive,0.8947196006774902
