,datetime,title,source,link,sentiment_class,sentiment_score
0,10/20/2005 10:27:00 PM,Humana Expands Distribution Channels For Its Medicare Products,PR Newswire,/news/stocks/humana-expands-distribution-channels-for-its-medicare-products-1028542908,negative,0.8876413702964783
1,4/25/2007 9:16:00 PM,eHealth Announces the First Phase of Electronic Processing Interchange III,PR Newswire,/news/stocks/ehealth-announces-the-first-phase-of-electronic-processing-interchange-iii-1000433030,positive,0.8716787099838257
2,7/31/2013 12:17:39 PM,"Humana second-quarter profit rises on retail, employer divisions",Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/F6d7tQgbklY/story01.htm,neutral,0.499784916639328
3,5/7/2014 1:11:06 PM,"Humana sees 2014 Medicare Advantage, exchange customer growth",Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/9RQiVO91L4A/story01.htm,positive,0.5273178219795227
4,6/25/2015 8:12:07 PM,Aetna close to buying Humana: Bloomberg,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/x4hWLLbEv4M/story01.htm,positive,0.8960217833518982
5,7/3/2015 3:35:30 AM,Aetna nears deal to buy Humana at $230 a share: sources,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/e-tAWrif6RA/story01.htm,positive,0.8712817430496216
6,7/8/2015 12:43:25 AM,"Humana, Aetna set termination fees for deal",Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/yfHPLdGRQ5s/story01.htm,positive,0.5742782950401306
7,7/10/2015 11:44:16 PM,States line up to scrutinize Aetna's $33 billion Humana deal,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/8Rp2ge5XdAs/story01.htm,positive,0.925018310546875
8,1/12/2016 9:52:38 PM,Aetna CEO sees Humana deal on track to close this year,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/5kMeKPTCvdc/story01.htm,negative,0.53435879945755
9,1/21/2016 6:03:13 PM,Aetna's deal for Humana will push up costs for seniors: think tank,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/PHXDeyMcYsU/story01.htm,negative,0.8532328009605408
10,5/25/2016 7:00:27 PM,Aetna-Humana tie-up is anti-competitive in Missouri: state regulator,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/5WFcjn6FwbY/us-humana-m-a-aetna-idUSKCN0YG2GI,positive,0.9263021349906921
11,6/27/2016 6:29:17 PM,Illinois insurance regulator approves Aetna purchase of Humana,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/QzzQcckWP9g/us-humana-m-a-aetna-idUSKCN0ZD26P,positive,0.893244206905365
12,7/7/2016 8:47:57 PM,Justice Dept. has concerns over Aetna-Humana deal: source,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/9Y3dN5JhuDI/us-humana-m-a-aetna-idUSKCN0ZN21V,positive,0.5041845440864563
13,7/9/2016 3:29:21 AM,Aetna meets with Justice Department over merger with Humana,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/IOX_a85j81U/us-humana-m-a-aetna-idUSKCN0ZP01Q,positive,0.89976567029953
14,7/21/2016 3:30:35 PM,"U.S. moves to block massive health insurer deals led by Anthem, Aetna",Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/do20VL1JoKc/us-usa-healthcare-antitrust-idUSKCN1011VU,neutral,0.6482223272323608
15,9/26/2016 9:20:25 AM,"BRIEF-Humana:2017 medicare advantage,prescription drug plan offerings approved by CMS (HUM)",Reuters,/news/stocks/brief-humana-2017-medicare-advantage-prescription-drug-plan-offerings-approved-by-cms-hum-1001416560,positive,0.7937100529670715
16,10/3/2016 3:51:06 PM,"A startup specifically designed to sell Obamacare is quitting Obamacare (UNH, AET, HUM)",Business Insider,/news/stocks/a-startup-specifically-designed-to-sell-obamacare-is-quitting-obamacare-unh-aet-hum,positive,0.9314598441123962
17,10/11/2016 11:10:25 PM,BRIEF-Humana Inc says renewing network agreement with Delaware Valley Accountable Care Organization (HUM),Reuters,/news/stocks/brief-humana-inc-says-renewing-network-agreement-with-delaware-valley-accountable-care-organization-hum-1001450195,negative,0.8856471180915833
18,10/12/2016 10:10:23 PM,BRIEF-Humana raises FY 2016 EPS guidance to about $9.50 on adj basis (HUM),Reuters,/news/stocks/brief-humana-raises-fy-2016-eps-guidance-to-about-$9-50-on-adj-basis-hum-1001452438,negative,0.7682418823242188
19,10/12/2016 10:30:23 PM,Humana raises 2016 earnings forecast (HUM),Reuters,/news/stocks/humana-raises-2016-earnings-forecast-hum-1001452523,positive,0.794712245464325
20,10/12/2016 11:00:26 PM,"UPDATE 1-Humana says government cut in Medicare ratings will impact 2018 (HUM, AET)",Reuters,/news/stocks/update-1-humana-says-government-cut-in-medicare-ratings-will-impact-2018-hum-aet-1001452661,neutral,0.9471603631973267
21,10/14/2016 9:30:21 PM,BRIEF-Humana Offers 2017 Medicare Health Plans (HUM),Reuters,/news/stocks/brief-humana-offers-2017-medicare-health-plans-hum-1001457473,positive,0.922524631023407
22,10/15/2016 3:31:00 PM,"MINNESOTA GOVERNOR: 'The Affordable Care Act is no longer affordable' (AET, UNH, HUM)",Business Insider,/news/stocks/minnesota-governor-the-affordable-care-act-is-no-longer-affordable-aet-unh-hum,positive,0.8986109495162964
23,10/20/2016 1:00:20 PM,"Obama to give his diagnosis for what ails Obamacare (HUM, UNH, AET)",Reuters,http://www.businessinsider.com/r-obama-to-give-his-diagnosis-for-what-ails-obamacare-2016-10,positive,0.9375883936882019
24,10/20/2016 3:34:22 PM,"UPDATE 1-In Miami, Obama to diagnose what ails Obamacare (HUM, UNH, AET)",Reuters,http://www.businessinsider.com/r-update-1-in-miami-obama-to-diagnose-what-ails-obamacare-2016-10,positive,0.9405971765518188
25,10/26/2016 6:01:10 PM,"Here's how much Obamacare premiums are going up in every state (ATHN, UNH, AET, HUM)",Business Insider,http://www.businessinsider.com/heres-how-much-obamacare-premiums-are-going-up-in-every-state-2016-10,positive,0.8507821559906006
26,10/26/2016 8:23:20 PM,"Here's how much Obamacare premiums are going up in every state (ATHN, UNH, AET, HUM)",Business Insider,http://www.businessinsider.com/heres-how-much-obamacare-premiums-are-going-up-in-every-state-2016-10,positive,0.8507821559906006
27,10/27/2016 1:06:20 PM,"Health insurer Aetna's quarterly profit rises 8 pct (HUM, AET)",Reuters,http://www.businessinsider.com/r-health-insurer-aetnas-quarterly-profit-rises-8-pct-2016-10,negative,0.9237815141677856
28,10/27/2016 4:40:17 PM,"Aetna CEO is committed to defending Humana acquisition (AET, HUM)",Reuters,http://www.businessinsider.com/r-aetna-ceo-is-committed-to-defending-humana-acquisition-2016-10,positive,0.7456575036048889
29,10/27/2016 6:30:22 PM,BRIEF-Invitae enters into a national provider agreement (HUM),Reuters,http://www.businessinsider.com/r-brief-invitae-enters-into-a-national-provider-agreement-2016-10,negative,0.6435370445251465
30,11/4/2016 12:02:18 PM,"Health insurer Humana's quarterly pretax profit rises 39 pct (HUM, AET)",Reuters,http://www.businessinsider.com/r-health-insurer-humanas-quarterly-pretax-profit-rises-39-pct-2016-11,negative,0.9194949865341187
31,11/4/2016 12:02:18 PM,BRIEF-Humana sees Q3 EPS $2.98 (HUM),Reuters,http://www.businessinsider.com/r-brief-humana-sees-q3-eps-298-2016-11,positive,0.8720840811729431
32,11/4/2016 12:42:18 PM,"UPDATE 1-Health insurer Humana's quarterly profit beats estimates (HUM, AET)",Reuters,http://www.businessinsider.com/r-update-1-health-insurer-humanas-quarterly-profit-beats-estimates-2016-11,positive,0.8553717136383057
33,11/5/2016 6:34:20 PM,"US STOCKS-S&P 500 losing streak extends to 9th straight day (REGN, HUM)",Reuters,http://www.businessinsider.com/r-us-stocks-sp-500-losing-streak-extends-to-9th-straight-day-2016-11,neutral,0.8726784586906433
34,11/9/2016 10:30:20 PM,"UPDATE 4-Trump, U.S. Congress will agree on some issues, long-term questions loom (HUM, UNH, CI, AET)",Reuters,http://www.businessinsider.com/r-update-4-trump-us-congress-will-agree-on-some-issues-long-term-questions-loom-2016-11,positive,0.9080147743225098
35,11/11/2016 2:04:18 AM,"BRIEF-Third Point cuts share stake in Allergan, takes share stake in Humana (V, HUM, AGN)",Reuters,http://www.businessinsider.com/r-brief-third-point-cuts-share-stake-in-allergan-takes-share-stake-in-humana-2016-11,positive,0.9189675450325012
36,11/15/2016 12:16:18 AM,"Some hedge funds bet big on health insurers before Trump vote (HUM, VRX, UNH)",Reuters,http://www.businessinsider.com/r-some-hedge-funds-bet-big-on-health-insurers-before-trump-vote-2016-11,positive,0.8385072946548462
37,11/15/2016 6:48:20 AM,"UPDATE 1-Some hedge funds bet big on health insurers before Trump vote (HUM, VRX, UNH)",Reuters,http://www.businessinsider.com/r-update-1-some-hedge-funds-bet-big-on-health-insurers-before-trump-vote-2016-11,positive,0.7485742568969727
38,11/15/2016 7:56:22 AM,"U.S. congressional panel, SEC reach deal in insider trading probe (HUM)",Reuters,http://www.businessinsider.com/r-us-congressional-panel-sec-reach-deal-in-insider-trading-probe-2016-11,positive,0.8045663237571716
39,11/21/2016 9:04:17 PM,"Anthem argues that Fortune 500 won't suffer from Cigna deal (HUM, UNH, AET, CI)",Reuters,http://www.businessinsider.com/r-anthem-argues-that-fortune-500-wont-suffer-from-cigna-deal-2016-11,positive,0.6916412115097046
40,11/21/2016 9:40:17 PM,"UPDATE 1-Anthem argues that Fortune 500 won't suffer from Cigna deal (HUM, UNH, AET, CI)",Reuters,http://www.businessinsider.com/r-update-1-anthem-argues-that-fortune-500-wont-suffer-from-cigna-deal-2016-11,negative,0.7586584687232971
41,11/29/2016 8:30:05 AM,"Trump adds antitrust expert to Justice transition team (AMZN, HUM, T, AET, CI, TWX)",Reuters,http://www.businessinsider.com/r-trump-adds-antitrust-expert-to-justice-transition-team-2016-11,positive,0.904134213924408
42,12/5/2016 5:35:33 PM,U.S. attorney argues Aetna-Humana deal violates antitrust law: trial,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/cePelfiRBlY/us-humana-m-a-aetna-idUSKBN13U23N,neutral,0.8118574619293213
43,12/5/2016 8:10:05 PM,U.S. attorneys argue Aetna-Humana deal violates antitrust law: Trial,Reuters,http://www.businessinsider.com/r-us-attorneys-argue-aetna-humana-deal-violates-antitrust-law-trial-2016-12,neutral,0.8766423463821411
44,12/5/2016 10:14:03 PM,"UPDATE 1-U.S. attorneys argue Aetna-Humana deal violates antitrust law -trial (HUM, UNH, AET, CI)",Reuters,http://www.businessinsider.com/r-update-1-us-attorneys-argue-aetna-humana-deal-violates-antitrust-law--trial-2016-12,neutral,0.9161240458488464
45,12/9/2016 1:50:05 AM,BRIEF-Humana writes off risk corridor receivables (HUM),Reuters,http://www.businessinsider.com/r-brief-humana-writes-off-risk-corridor-receivables-2016-12,neutral,0.6392583250999451
46,12/10/2016 2:06:55 AM,Aetna CEO defends merger with Humana in antitrust trial,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/OMHFQsfdblk/us-humana-m-a-aetna-idUSKBN13Z00O,neutral,0.8350633382797241
47,12/12/2016 10:40:05 PM,"U.S. seeks to undercut Aetna CEO's defense in merger fight (HUM, AET)",Reuters,http://www.businessinsider.com/r-us-seeks-to-undercut-aetna-ceos-defense-in-merger-fight-2016-12,positive,0.5798945426940918
48,12/13/2016 11:42:03 AM,"PRESS DIGEST- Wall Street Journal - Dec 13 (XOM, CBS, AET, HUM, BX)",Reuters,http://www.businessinsider.com/r-press-digest--wall-street-journal---dec-13-2016-12,positive,0.9436126351356506
49,1/22/2017 3:08:07 AM,"Trump order paves way for agencies to weaken health law (HUM, UNH, AET)",Reuters,http://www.businessinsider.com/r-trump-order-paves-way-for-agencies-to-weaken-health-law-2017-1,negative,0.6206951141357422
50,1/23/2017 4:12:06 PM,"UPDATE 1-Investors gird for impact of Trump healthcare measures (MOH, CNC, HCA, HUM, UNH, THC, WCG, AET, CI, CYH)",Reuters,http://www.businessinsider.com/r-update-1-investors-gird-for-impact-of-trump-healthcare-measures-2017-1,positive,0.9112269878387451
51,1/23/2017 6:16:05 PM,"BRIEF-Aetna's $34 bln takeover of Humana blocked by judge as anti-competitive - CNBC (AET, HUM)",Reuters,http://www.businessinsider.com/r-brief-aetnas-34-bln-takeover-of-humana-blocked-by-judge-as-anti-competitive---cnbc-2017-1,neutral,0.9053213596343994
52,1/23/2017 6:36:05 PM,"Federal judge blocks Aetna Inc's plan to buy rival Humana (AET, HUM)",Reuters,http://www.businessinsider.com/r-federal-judge-blocks-aetna-incs-plan-to-buy-rival-humana-2017-1,neutral,0.75991290807724
53,1/23/2017 6:48:05 PM,"UPDATE 1-Federal judge blocks Aetna Inc's plan to buy rival Humana (HUM, AET, CI)",Reuters,http://www.businessinsider.com/r-update-1-federal-judge-blocks-aetna-incs-plan-to-buy-rival-humana-2017-1,neutral,0.8603773713111877
54,1/23/2017 7:27:02 PM,"The giant Aetna-Humana merger has been blocked (HUM, AET)",Business Insider,http://www.businessinsider.com/aetna-humana-merger-blocked-2017-1,neutral,0.5321065187454224
55,1/23/2017 7:51:36 PM,U.S. blocks health insurer Aetna's $34 billion Humana acquisition,Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/QiELVMWjing/us-humana-aetna-antitrust-idUSKBN1572BF,neutral,0.5597308278083801
56,1/24/2017 8:36:05 AM,"PRESS DIGEST - Wall Street Journal - Jan 24 (AET, HUM, F, S, YHOO)",Reuters,http://www.businessinsider.com/r-press-digest---wall-street-journal---jan-24-2017-1,positive,0.9435328245162964
57,1/24/2017 3:38:34 PM,"Aetna, Humana to consider all options after court blocks merger",Reuters,http://feeds.reuters.com/~r/reuters/businessNews/~3/EE32Ejj8Cpc/us-humana-m-a-aetna-idUSKBN1581Z3,positive,0.8841643929481506
58,1/24/2017 4:00:08 PM,Aetna and Humana CEOs consider all available options after court loss,Reuters,http://www.businessinsider.com/r-aetna-and-humana-ceos-consider-all-available-options-after-court-loss-2017-1,positive,0.9288110136985779
59,1/24/2017 5:34:06 PM,"UPDATE 1-Aetna, Humana to consider all options after court blocks merger (HUM, AET, CI)",Reuters,http://www.businessinsider.com/r-update-1-aetna-humana-to-consider-all-options-after-court-blocks-merger-2017-1,positive,0.9087828993797302
60,1/31/2017 7:34:07 AM,"PRESS DIGEST- New York Times business news - Jan 31 (AMZN, EXPE, DBK, SAN, NOVO , LLY)",Reuters,http://www.businessinsider.com/r-press-digest--new-york-times-business-news---jan-31-2017-1,positive,0.9470707178115845
61,1/31/2017 12:56:06 PM,Aetna's quarterly profit beats estimates,Reuters,http://www.businessinsider.com/r-update-1-health-insurer-aetnas-quarterly-profit-beats-estimates-2017-1,negative,0.8905459642410278
62,1/31/2017 3:00:08 PM,"Aetna CEO says optimistic about health reform (AET, HUM)",Reuters,http://www.businessinsider.com/r-aetna-ceo-says-optimistic-about-health-reform-2017-1,positive,0.7525498867034912
63,2/1/2017 10:30:50 PM,"U.S. govt proposes 0.25 pct hike in Medicare Advantage payments (HUM, UNH, AET, CI, WCG, CNC, MOH)",Reuters,http://www.businessinsider.com/r-us-govt-proposes-025-pct-hike-in-medicare-advantage-payments-2017-2,negative,0.9147648811340332
64,2/1/2017 11:00:11 PM,"UPDATE 1-U.S. proposes 0.25 pct hike in Medicare Advantage payments (HUM, UNH)",Reuters,http://www.businessinsider.com/r-update-1-us-proposes-025-pct-hike-in-medicare-advantage-payments-2017-2,negative,0.928342342376709
65,2/4/2017 3:46:07 PM,"Mali forecasts 2017 GDP growth at 5.3 percent (HUM, BTO)",Reuters,http://www.businessinsider.com/r-mali-forecasts-2017-gdp-growth-at-53-percent-2017-2,positive,0.850375235080719
66,2/8/2017 12:39:59 PM,Humana Inc Q4 Profit Climbs 42%,RTTNews,/news/stocks/humana-inc-q4-profit-climbs-42-1001732670,negative,0.8884701132774353
67,2/8/2017 12:56:08 PM,"U.S. health insurer Humana's quarterly revenue falls 3.6 pct (HUM, AET)",Reuters,http://www.businessinsider.com/r-us-health-insurer-humanas-quarterly-revenue-falls-36-pct-2017-2,neutral,0.9718629717826843
68,2/8/2017 1:05:54 PM,"Humana Q4 Adj. Profit Rises, Revenue Down 4%; To Provide 2017 Guidance ",RTTNews,/news/stocks/humana-q4-adj-profit-rises-revenue-down-4-to-provide-2017-guidance-1001732822,neutral,0.9666147828102112
69,2/8/2017 1:10:09 PM,"UPDATE 1-Health insurer Humana's quarterly adjusted profit beats (HUM, AET)",Reuters,http://www.businessinsider.com/r-update-1-health-insurer-humanas-quarterly-adjusted-profit-beats-2017-2,positive,0.5072401762008667
70,2/9/2017 2:26:09 AM,"UPDATE 1-U.S. court blocks Anthem-Cigna $54 billion deal (CI, HUM)",Reuters,http://www.businessinsider.com/r-update-1-us-court-blocks-anthem-cigna-54-billion-deal-2017-2,neutral,0.7453092932701111
71,2/9/2017 3:05:37 AM,U.S. Court Blocks Anthem-Cigna Merger As Anti-competitive ,RTTNews,/news/stocks/u-s-court-blocks-anthem-cigna-merger-as-anti-competitive-1001735385,neutral,0.939814567565918
72,2/9/2017 5:38:09 AM,"UPDATE 4-U.S. court blocks Anthem-Cigna deal, dealing blow to consolidation (HUM, AET, CI)",Reuters,http://www.businessinsider.com/r-update-4-us-court-blocks-anthem-cigna-deal-dealing-blow-to-consolidation-2017-2,neutral,0.9306777715682983
73,2/9/2017 7:16:09 PM,"DEALTALK-Cigna, Humana could still combine despite anti-trust rulings -analysts (HUM, UNH, AET, CI)",Reuters,http://www.businessinsider.com/r-dealtalk-cigna-humana-could-still-combine-despite-anti-trust-rulings--analysts-2017-2,negative,0.6456822156906128
