datetime,title,source,link,sentiment_class,sentiment_score
4/10/2007 8:15:00 PM,Thermo Fisher Scientific Announces Paul Meister to Retire from the Board of Directors,PR Newswire,/news/stocks/thermo-fisher-scientific-announces-paul-meister-to-retire-from-the-board-of-directors-1000352098,neutral,0.6862348914146423
2/7/2008 7:55:00 PM,Smart Genetics Announces Plans to Launch a New Alzheimer's Risk Assessment Service,PR Newswire,/news/stocks/smart-genetics-announces-plans-to-launch-a-new-alzheimers-risk-assessment-service-1000448426,neutral,0.8168399333953857
10/24/2016 11:54:40 AM,Time Out's CEO says its $1.9 million YPlan acquisition is all about selling happiness (TMO),Business Insider,http://www.businessinsider.com/time-out-ceo-julio-bruno-on-yplan-acquisition-2016-10,neutral,0.9294887185096741
10/27/2016 12:56:20 PM,"Thermo Fisher raises 2016 revenue, earnings forecasts (TMO)",Reuters,http://www.businessinsider.com/r-thermo-fisher-raises-2016-revenue-earnings-forecasts-2016-10,neutral,0.8531400561332703
10/27/2016 10:20:20 PM,BRIEF-Bank of America declares quarterly dividend of $0.075/share (BAC),Reuters,http://www.businessinsider.com/r-brief-bank-of-america-declares-quarterly-dividend-of-0075/share-2016-10,neutral,0.6821951866149902
11/10/2016 11:40:25 PM,BRIEF-Thermo Fisher Scientific declares quarterly dividend (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-declares-quarterly-dividend-2016-11,neutral,0.6226614117622375
11/14/2016 12:14:18 PM,Thermo Fisher shares could rise 30 pct over the next 2 years -Barron's (TMO),Reuters,http://www.businessinsider.com/r-thermo-fisher-shares-could-rise-30-pct-over-the-next-2-years--barrons-2016-11,positive,0.8634694814682007
12/8/2016 5:10:05 PM,"BRIEF-Singulex, Thermo Fisher enter into license, supply agreement (TMO)",Reuters,http://www.businessinsider.com/r-brief-singulex-thermo-fisher-enter-into-license-supply-agreement-2016-12,neutral,0.818124532699585
1/31/2017 1:16:07 PM,BRIEF-Thermo Fisher Scientific posts Q4 earnings per share $1.59 (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-posts-q4-earnings-per-share-159-2017-1,neutral,0.8515523076057434
1/31/2017 4:16:07 PM,BRIEF-Thermo Fisher Scientific sees FY'17 adj EPS bewteen $9.06 - $9.24 - Conf call (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-sees-fy17-adj-eps-bewteen-906---924---conf-call-2017-1,neutral,0.9155855774879456
2/13/2017 3:23:59 PM,Thermo Fisher Gets U.S. Regulatory Approval For Acquisition Of Finesse ,RTTNews,/news/stocks/thermo-fisher-gets-u-s-regulatory-approval-for-acquisition-of-finesse-1001745112,positive,0.6880870461463928
2/13/2017 3:54:10 PM,BRIEF-Thermo Fisher Scientific receives early termination of Hart-Scott-Rodino waiting period for acquisition of Finesse Solutions (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-receives-early-termination-of-hart-scott-rodino-waiting-period-for-acquisition-of-finesse-solutions-2017-2,negative,0.6931573748588562
2/20/2017 4:02:13 PM,BRIEF-Asuragen enters into collaboration deal with Thermo Fisher (TMO),Reuters,http://www.businessinsider.com/r-brief-asuragen-enters-into-collaboration-deal-with-thermo-fisher-2017-2,positive,0.8942431807518005
2/22/2017 5:02:12 PM,"UPDATE 1-Thermo Fisher did not infringe genetic-testing patent, U.S. top court says (TMO)",Reuters,http://www.businessinsider.com/r-update-1-thermo-fisher-did-not-infringe-genetic-testing-patent-us-top-court-says-2017-2,neutral,0.847438633441925
2/22/2017 5:48:12 PM,"Thermo Fisher did not infringe genetic-testing patent, U.S. top court says",Reuters,http://www.businessinsider.com/r-thermo-fisher-did-not-infringe-genetic-testing-patent-us-top-court-says-2017-2,neutral,0.805311381816864
2/22/2017 10:20:14 PM,BRIEF-Achaogen Inc says strategic milestone achieved in TDM Assay development (TMO),Reuters,http://www.businessinsider.com/r-brief-achaogen-inc-says-strategic-milestone-achieved-in-tdm-assay-development-2017-2,positive,0.9455915093421936
3/1/2017 3:28:19 PM,BRIEF-Thermo Fisher Scientific elects new director to board (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-elects-new-director-to-board-2017-3,neutral,0.937537670135498
3/7/2017 2:04:21 PM,"Corporates launch funding frenzy in busiest day of year (TAP, PCLN, TMO)",Reuters,http://www.businessinsider.com/r-corporates-launch-funding-frenzy-in-busiest-day-of-year-2017-3,neutral,0.5323607325553894
3/7/2017 11:28:24 PM,BRIEF-Thermo Fisher Scientific prices offering of Euro-denominated senior notes (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-prices-offering-of-euro-denominated-senior-notes-2017-3,neutral,0.8858591914176941
3/16/2017 1:20:45 PM,BRIEF-Thermo Fisher issues 500 mln euro of certain senior notes due 2027 (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-issues-500-mln-euro-of-certain-senior-notes-due-2027-2017-3,neutral,0.9303791522979736
3/21/2017 1:50:44 PM,BRIEF-Thermo Fisher Scientific and Cell And Gene Therapy Catapult collaborate (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-and-cell-and-gene-therapy-catapult-collaborate-2017-3,neutral,0.8685286045074463
4/4/2017 3:16:49 PM,BRIEF-Thermo fisher scientific CEO Marc Casper's total 2016 compensation was $17.8 mln (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-ceo-marc-caspers-total-2016-compensation-was-178-mln-2017-4,neutral,0.7975530028343201
4/12/2017 12:00:00 PM,"Time Out Group plc (""Time Out"", the ""Company"" or the ""Group""): Christine Petersen joins Time Out Digital as CEO",PR Newswire,/news/stocks/time-out-group-plc-time-out-the-company-or-the-group-christine-petersen-joins-time-out-digital-as-ceo-1001916768,neutral,0.933891773223877
4/17/2017 12:15:00 PM,"Research Reports Initiation on Medical Laboratories Stocks -- Agilent, Thermo Fisher, Quintiles, and PAREXEL",PR Newswire,/news/stocks/research-reports-initiation-on-medical-laboratories-stocks-agilent-thermo-fisher-quintiles-and-parexel-1001923712,neutral,0.92946857213974
4/17/2017 2:39:07 PM,BRIEF-Thermo Fisher Scientific transferred plastics for cell culture and vaccines to life sciences solutions segment (TMO),Reuters,http://www.businessinsider.com/r-brief-thermo-fisher-scientific-transferred-plastics-for-cell-culture-and-vaccines-to-life-sciences-solutions-segment-2017-4,neutral,0.8830004930496216
4/18/2017 6:01:00 AM,Thermo Fisher Scientific Establishes Institute of Pathology at University Hospital Basel as Center of Excellence Partner,PR Newswire,/news/stocks/thermo-fisher-scientific-establishes-institute-of-pathology-at-university-hospital-basel-as-center-of-excellence-partner-1001925178,positive,0.7859227657318115
4/18/2017 12:00:00 PM,New X-ray Machine Handles Heavy Products in Washdown Environments,PR Newswire,/news/stocks/new-x-ray-machine-handles-heavy-products-in-washdown-environments-1001926066,neutral,0.82098788022995
4/18/2017 12:00:00 PM,New X-ray Machine Handles Heavy Products in Washdown Environments,PR Newswire,/news/stocks/new-x-ray-machine-handles-heavy-products-in-washdown-environments-1001926052,neutral,0.82098788022995
4/24/2017 2:21:08 PM,"BRIEF-SpeeDx, Thermo Fisher announce partnership for FDA clearance of Molecular Diagnostic (TMO)",Reuters,http://www.businessinsider.com/r-brief-speedx-thermo-fisher-announce-partnership-for-fda-clearance-of-molecular-diagnostic-2017-4,positive,0.7359111309051514
4/26/2017 12:09:13 PM,Thermo Fisher Scientific Announces 14% Rise In Q1 Bottom Line,RTTNews,/news/stocks/thermo-fisher-scientific-announces-14-rise-in-q1-bottom-line-1001950521,positive,0.9355465173721313
4/26/2017 12:14:41 PM,"Thermo Fisher Q1 Results Up, Top Estimates; Lifts FY17 Forecast - Quick Facts ",RTTNews,/news/stocks/thermo-fisher-q1-results-up-top-estimates-lifts-fy17-forecast-quick-facts-1001950546,positive,0.9402401447296143
4/26/2017 12:35:09 PM,"Thermo Fisher tops profit estimate, ups forecast (TMO)",Reuters,http://www.businessinsider.com/r-thermo-fisher-tops-profit-estimate-ups-forecast-2017-4,neutral,0.4848334789276123
4/26/2017 5:45:08 PM,"GLOBAL MARKETS-World stocks advance on earnings, tax hopes (TMO, EW)",Reuters,http://www.businessinsider.com/r-global-markets-world-stocks-advance-on-earnings-tax-hopes-2017-4,positive,0.925723135471344
4/26/2017 7:41:11 PM,"US STOCKS-Wall St flirts with record highs; tax plan in focus (TMO, EW, UTX, BA, PG)",Reuters,http://www.businessinsider.com/r-us-stocks-wall-st-flirts-with-record-highs-tax-plan-in-focus-2017-4,neutral,0.5820670127868652
4/26/2017 8:35:06 PM,"GLOBAL MARKETS-Stocks advance on earnings; Canada dollar, Mexico peso weaken on NAFTA news (TMO, EW)",Reuters,http://www.businessinsider.com/r-global-markets-stocks-advance-on-earnings-canada-dollar-mexico-peso-weaken-on-nafta-news-2017-4,negative,0.4774988293647766
4/26/2017 10:25:08 PM,"GLOBAL MARKETS-Stocks retreat after Trump tax plan; Canada dollar, Mexico peso weaken (TMO, UTX)",Reuters,http://www.businessinsider.com/r-global-markets-stocks-retreat-after-trump-tax-plan-canada-dollar-mexico-peso-weaken-2017-4,negative,0.9364645481109619
5/5/2017 2:00:00 PM,Thermo Fisher Scientific to Host Analyst Meeting,PR Newswire,/news/stocks/thermo-fisher-scientific-to-host-analyst-meeting-1001983932,neutral,0.9332957863807678
