datetime,title,source,link,sentiment_class,sentiment_score
10/20/2016 2:18:23 PM,BRIEF-Snap-On Q3 earnings per share $2.22 (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-q3-earnings-per-share-222-2016-10,neutral,0.7197242379188538
11/3/2016 11:00:26 PM,BRIEF-Snap-On raises dividend 16.4 pct (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-raises-dividend-164-pct-2016-11,neutral,0.7084277868270874
11/17/2016 2:36:18 PM,BRIEF-Snap-On acquires Sturtevant Richmont (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-acquires-sturtevant-richmont-2016-11,neutral,0.9464706182479858
2/2/2017 12:32:38 PM,Snap-On Inc. Announces 11% Gain In Q4 Profit,RTTNews,/news/stocks/snap-on-inc-announces-11-gain-in-q4-profit-1001717178,positive,0.9068782925605774
2/2/2017 1:00:10 PM,BRIEF-Snap-On reports Q4 earnings per share $2.47 (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-reports-q4-earnings-per-share-247-2017-2,neutral,0.7461701035499573
3/8/2017 1:25:00 PM,"Technical Reports on Industrial Goods Equities -- Toro, SiteOne Landscape Supply, Snap-on, and Interface",PR Newswire,/news/stocks/technical-reports-on-industrial-goods-equities-toro-siteone-landscape-supply-snap-on-and-interface-1001815291,neutral,0.943087637424469
3/10/2017 1:44:25 PM,BRIEF-Snap-On CEO Nicholas Pinchuk's FY 2016 total compensation $9.6 mln vs $10.7 mln (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-ceo-nicholas-pinchuks-fy-2016-total-compensation-96-mln-vs-107-mln-2017-3,negative,0.832602858543396
4/18/2017 3:23:08 AM,Trump to seek changes in visa program to encourage hiring Americans,Reuters,http://www.businessinsider.com/r-trump-to-seek-changes-in-visa-program-to-encourage-hiring-americans-2017-4,positive,0.574052631855011
4/18/2017 6:31:06 AM,"UPDATE 1-Trump to seek changes in visa program to encourage hiring Americans (SNA, MSFT, AAPL)",Reuters,http://www.businessinsider.com/r-update-1-trump-to-seek-changes-in-visa-program-to-encourage-hiring-americans-2017-4,neutral,0.6959335207939148
4/19/2017 4:15:29 PM,The tool company Trump just visited has an unsettling relationship with its blue collar franchisees (SNA),Business Insider,http://www.businessinsider.com/trump-visiting-snap-on-while-franchisees-furious-2017-4,negative,0.9563508033752441
4/20/2017 12:33:58 PM,Snap-On Inc. Bottom Line Climbs 10% In Q1,RTTNews,/news/stocks/snap-on-inc-bottom-line-climbs-10-in-q1-1001933987,positive,0.9331163763999939
4/20/2017 12:49:03 PM,BRIEF-Snap-On announces Q1 earnings per share $2.39 (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-announces-q1-earnings-per-share-239-2017-4,neutral,0.7787189483642578
5/12/2017 12:50:00 PM,"Industrial Goods Stocks Under Scanner -- Xylem, Flowserve, Illinois Tool Works, and Snap-on",PR Newswire,/news/stocks/industrial-goods-stocks-under-scanner-xylem-flowserve-illinois-tool-works-and-snap-on-1002007832,negative,0.5264504551887512
7/20/2017 12:32:34 PM,Snap-On Inc. Announces 9% Rise In Q2 Profit,RTTNews,/news/stocks/snap-on-inc-announces-9-rise-in-q2-profit-1002190407,positive,0.9306771159172058
7/20/2017 12:48:03 PM,BRIEF-Snap-On announces second quarter 2017 results (SNA),Reuters,http://www.businessinsider.com/r-brief-snap-on-announces-second-quarter-2017-results-2017-7,neutral,0.726168692111969
