datetime,title,source,link,sentiment_class,sentiment_score
9/26/2016 12:00:24 PM,BRIEF-Roper Technologies entered into a 5-year unsecured credit facility - SEC Filing (ROP),Reuters,/news/stocks/brief-roper-technologies-entered-into-a-5-year-unsecured-credit-facility-sec-filing-rop-1001416568,neutral,0.9059506058692932
11/22/2016 2:26:18 PM,BRIEF-Roper Technologies sets quarterly dividend of $0.35 per share (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-sets-quarterly-dividend-of-035-per-share-2016-11,neutral,0.9092590808868408
12/6/2016 2:20:03 PM,Roper Technologies to buy software firm Deltek in $2.8 billion deal,Reuters,http://www.businessinsider.com/r-roper-technologies-to-buy-software-firm-deltek-in-28-billion-deal-2016-12,neutral,0.9004538059234619
12/6/2016 2:30:05 PM,BRIEF-Roper Technologies to acquire Deltek (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-to-acquire-deltek-2016-12,neutral,0.9337497353553772
12/6/2016 2:54:03 PM,UPDATE 1-Roper Technologies to buy software firm Deltek in $2.8 bln deal (ROP),Reuters,http://www.businessinsider.com/r-update-1-roper-technologies-to-buy-software-firm-deltek-in-28-bln-deal-2016-12,neutral,0.814055323600769
12/8/2016 2:28:03 AM,"BRIEF-Roper Technologies says entered into a commitment letter with JPMorgan Chase Bank, N.A. (ROP)",Reuters,http://www.businessinsider.com/r-brief-roper-technologies-says-entered-into-a-commitment-letter-with-jpmorgan-chase-bank-na-2016-12,positive,0.8475836515426636
12/8/2016 5:06:14 PM,BRIEF-Roper Technologies says files for offering of senior notes (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-says-files-for-offering-of-senior-notes-2016-12,neutral,0.9257094860076904
12/9/2016 5:50:05 AM,BRIEF-Roper Technologies prices public offering of $500 mln senior unsecured notes (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-prices-public-offering-of-500-mln-senior-unsecured-notes-2016-12,neutral,0.8863505125045776
2/9/2017 1:02:02 PM,EARNINGS SUMMARY: Details of Roper Technologies Inc. Q4 Earnings Report,RTTNews,/news/stocks/earnings-summary-details-of-roper-technologies-inc-q4-earnings-report-1001737019,neutral,0.9328771829605103
2/9/2017 1:30:12 PM,BRIEF-Roper Technologies posts Q4 adj. earnings per share $1.86 (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-posts-q4-adj-earnings-per-share-186-2017-2,neutral,0.8265755772590637
3/10/2017 1:38:22 PM,BRIEF-Roper Technologies says Robert Crisci appointed CFO (ROP),Reuters,http://www.businessinsider.com/r-brief-roper-technologies-says-robert-crisci-appointed-cfo-2017-3,neutral,0.9403612017631531
3/13/2017 12:48:00 PM,"DAT Freight Index: Strong February Spot Truckload Volumes, Rates Rise at Month's End",PR Newswire,/news/stocks/dat-freight-index-strong-february-spot-truckload-volumes-rates-rise-at-month-s-end-1001828756,positive,0.9508175849914551
3/21/2017 10:04:47 PM,"Manufacturing software company Plex Systems explores sale -sources (GE, SIE, MS, ROP)",Reuters,http://www.businessinsider.com/r-manufacturing-software-company-plex-systems-explores-sale--sources-2017-3,neutral,0.946374237537384
3/22/2017 7:47:00 PM,DAT Solutions Introduces New Broker Benchmarking Service,PR Newswire,/news/stocks/dat-solutions-introduces-new-broker-benchmarking-service-1001859404,neutral,0.7799631357192993
3/27/2017 2:52:00 PM,DAT RateView to Be Used as Foundation for Trucking Futures Exchange,PR Newswire,/news/stocks/dat-rateview-to-be-used-as-foundation-for-trucking-futures-exchange-1001870007,neutral,0.9052544236183167
4/11/2017 7:03:00 PM,DAT Solutions a Finalist in the 2017 ICMI Global Contact Center Awards,PR Newswire,/news/stocks/dat-solutions-a-finalist-in-the-2017-icmi-global-contact-center-awards-1001915014,positive,0.769198477268219
