,datetime,title,source,link,sentiment_class,sentiment_score
0,12/1/2016 3:30:07 PM,"BRIEF-AMETEK names Tony Ciampitti as president, electronic instruments (AME)",Reuters,http://www.businessinsider.com/r-brief-ametek-names-tony-ciampitti-as-president-electronic-instruments-2016-12,neutral,0.9466234445571899
1,2/7/2017 12:48:10 PM,Ametek Inc. Q4 Earnings Fall 11%,RTTNews,/news/stocks/ametek-inc-q4-earnings-fall-11-1001728526,negative,0.9711958765983582
2,2/7/2017 12:54:59 PM,AMETEK Completes Acquisition Of Rauland-Borg Corp. - Quick Facts ,RTTNews,/news/stocks/ametek-completes-acquisition-of-rauland-borg-corp-quick-facts-1001728538,neutral,0.8578891158103943
3,2/7/2017 1:10:09 PM,BRIEF-Ametek posts Q4 adj. earnings per share $0.58 (AME),Reuters,http://www.businessinsider.com/r-brief-ametek-posts-q4-adj-earnings-per-share-058-2017-2,neutral,0.8085642457008362
4,2/7/2017 1:10:09 PM,BRIEF-Ametek acquires Rauland-Borg Corporation (AME),Reuters,http://www.businessinsider.com/r-brief-ametek-acquires-rauland-borg-corporation-2017-2,neutral,0.9432041645050049
5,2/15/2017 3:06:13 PM,BRIEF-Abacus signs option agreement to earn up to 75 pct interest in Nevada CU-AU Porphyry (AME),Reuters,http://www.businessinsider.com/r-brief-abacus-signs-option-agreement-to-earn-up-to-75-pct-interest-in-nevada-cu-au-porphyry-2017-2,positive,0.8467207551002502
6,2/15/2017 11:42:10 PM,BRIEF-Abacus announces $1 mln financing and proposed share consolidation (AME),Reuters,http://www.businessinsider.com/r-brief-abacus-announces-1-mln-financing-and-proposed-share-consolidation-2017-2,neutral,0.8647149801254272
7,3/7/2017 2:00:00 PM,AMETEK Announces Appointment of Thomas Amato to Board of Directors,PR Newswire,/news/stocks/ametek-announces-appointment-of-thomas-amato-to-board-of-directors-1001810997,neutral,0.9322866201400757
8,3/20/2017 1:05:00 PM,"Research Reports Initiation on Machinery Stocks -- Eaton, AMETEK, Ingersoll-Rand, and 3M",PR Newswire,/news/stocks/research-reports-initiation-on-machinery-stocks-eaton-ametek-ingersoll-rand-and-3m-1001849835,neutral,0.9474558234214783
9,4/10/2017 3:30:00 PM,A Model Guest: W Hotels Worldwide Names Joan Smalls First Global Fashion Innovator,PR Newswire,/news/stocks/a-model-guest-w-hotels-worldwide-names-joan-smalls-first-global-fashion-innovator-547496,neutral,0.8250641822814941
10,4/13/2017 2:30:00 PM,AMETEK Announces First Quarter 2017 Earnings Release and Webcasted Investor Conference Call Information,PR Newswire,/news/stocks/ametek-announces-first-quarter-2017-earnings-release-and-webcasted-investor-conference-call-information-1001920691,neutral,0.9390661120414734
11,4/17/2017 2:00:00 PM,"AMETEK to Acquire MOCON, Inc.",PR Newswire,/news/stocks/ametek-to-acquire-mocon-inc-1001923887,neutral,0.9459999203681946
12,4/17/2017 2:12:07 PM,Ametek To Buy Mocon For $30 Per Share In Cash - Quick Facts ,RTTNews,/news/stocks/ametek-to-buy-mocon-for-30-per-share-in-cash-quick-facts-1001923920,neutral,0.9167065024375916
13,4/19/2017 4:48:00 AM,"MOCON INVESTOR ALERT BY THE FORMER ATTORNEY GENERAL OF LOUISIANA: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of MOCON, Inc.",PR Newswire,/news/stocks/mocon-investor-alert-by-the-former-attorney-general-of-louisiana-kahn-swick-foti-llc-investigates-adequacy-of-price-and-process-in-proposed-sale-of-mocon-inc-1001928870,neutral,0.8870748281478882
14,4/24/2017 10:23:00 PM,"INVESTOR ALERT: Levi & Korsinsky, LLP Announces an Investigation Into Whether the Sale of MOCON, Inc. to AMETEK, Inc. for $30.00 Per Share is Fair to Shareholders - MOCO",PR Newswire,/news/stocks/investor-alert-levi-korsinsky-llp-announces-an-investigation-into-whether-the-sale-of-mocon-inc-to-ametek-inc-for-30-00-per-share-is-fair-to-shareholders-moco-1001943666,neutral,0.876465380191803
15,4/26/2017 11:45:08 PM,BRIEF-Abacus reports approval of share consolidation (AME),Reuters,http://www.businessinsider.com/r-brief-abacus-reports-approval-of-share-consolidation-2017-4,neutral,0.7930701971054077
16,5/2/2017 12:50:00 PM,"Machinery Stocks Under Scanner -- Eaton, 3M, Ingersoll-Rand, and AMETEK",PR Newswire,/news/stocks/machinery-stocks-under-scanner-eaton-3m-ingersoll-rand-and-ametek-1001968742,negative,0.7296844720840454
17,5/2/2017 1:32:01 PM,Ametek Inc. Q1 Profit Rises 4%,RTTNews,/news/stocks/ametek-inc-q1-profit-rises-4-1001969027,positive,0.9340430498123169
18,5/2/2017 1:49:50 PM,Ametek Q1 Profit Rises; Lifts 2017 Profit View ,RTTNews,/news/stocks/ametek-q1-profit-rises-lifts-2017-profit-view-1001969089,positive,0.9117757678031921
19,5/3/2017 3:00:00 PM,AMETEK to Present at Wells Fargo Securities 2017 Industrials Conference,PR Newswire,/news/stocks/ametek-to-present-at-wells-fargo-securities-2017-industrials-conference-1001974765,neutral,0.945719838142395
20,5/10/2017 1:00:00 PM,AMETEK Declares Quarterly Dividend of Nine Cents Per Share,PR Newswire,/news/stocks/ametek-declares-quarterly-dividend-of-nine-cents-per-share-658736,neutral,0.7836316227912903
21,6/5/2017 2:00:00 PM,AMETEK Executive Chairman Frank S. Hermance To Retire,PR Newswire,/news/stocks/ametek-executive-chairman-frank-s-hermance-to-retire-1002067017,neutral,0.8605020046234131
22,6/5/2017 2:28:03 PM,BRIEF-Ametek says Executive Chairman Frank S. Hermance to retire (AME),Reuters,http://www.businessinsider.com/r-brief-ametek-says-executive-chairman-frank-s-hermance-to-retire-2017-6,neutral,0.8452454209327698
23,6/15/2017 12:55:00 PM,"Technical Insights on Machinery Stocks -- AMETEK, Dover, Cummins, and Colfax",PR Newswire,/news/stocks/technical-insights-on-machinery-stocks-ametek-dover-cummins-and-colfax-1002095663,neutral,0.9296421408653259
24,6/22/2017 2:00:00 PM,"AMETEK Completes Acquisition Of MOCON, Inc.",PR Newswire,/news/stocks/ametek-completes-acquisition-of-mocon-inc-1002115841,neutral,0.8574174642562866
25,7/26/2017 1:10:00 PM,"Stock Performance Review on Machinery Industry -- Gardner Denver, Welbilt, AMETEK, and Colfax",PR Newswire,/news/stocks/stock-performance-review-on-machinery-industry-gardner-denver-welbilt-ametek-and-colfax-1002205494,neutral,0.9323040246963501
26,8/2/2017 1:00:44 PM,Ametek Inc. Q2 Income Rises 9%,RTTNews,/news/stocks/ametek-inc-q2-income-rises-9-1002225816,positive,0.9396064281463623
27,8/2/2017 1:20:38 PM,"Ametek Q2 Earnings  Increases, Expects FY17 Earnings In Line With Analysts ",RTTNews,/news/stocks/ametek-q2-earnings-increases-expects-fy17-earnings-in-line-with-analysts-1002225891,positive,0.947892427444458
28,8/4/2017 2:00:00 PM,AMETEK Declares Quarterly Dividend of Nine Cents Per Share,PR Newswire,/news/stocks/ametek-declares-quarterly-dividend-of-nine-cents-per-share-1002233753,neutral,0.7836316227912903
29,8/4/2017 2:00:00 PM,AMETEK Announces Two Executive Appointments,PR Newswire,/news/stocks/ametek-announces-two-executive-appointments-550134,neutral,0.8622186183929443
30,8/4/2017 2:32:03 PM,BRIEF-Ametek sets quarterly dividend of $0.09 per share (AME),Reuters,http://www.businessinsider.com/r-brief-ametek-sets-quarterly-dividend-of-009-per-share-2017-8,neutral,0.9185917377471924
31,8/30/2017 1:10:00 PM,"Stock Performance Review on Machinery Industry -- Milacron, Roper Technologies, Rexnord, and AMETEK",PR Newswire,/news/stocks/stock-performance-review-on-machinery-industry-milacron-roper-technologies-rexnord-and-ametek-1002294317,neutral,0.930207371711731
32,8/31/2017 2:30:00 PM,"LENSEC Celebrates ""World-Class"" Customer Support Team",PR Newswire,/news/stocks/lensec-celebrates-world-class-customer-support-team-1001968844,positive,0.8211691975593567
33,9/5/2017 3:00:00 PM,Dalip Puri Named Vice President And Treasurer,PR Newswire,/news/stocks/dalip-puri-named-vice-president-and-treasurer-628886,neutral,0.9292547106742859
34,9/26/2017 2:50:00 PM,March Networks Introduces Enterprise-Class Command Center Software Solution,PR Newswire,/news/stocks/march-networks-introduces-enterprise-class-command-center-software-solution-455193,neutral,0.8915500640869141
35,10/4/2017 10:47:00 PM,IIROC Trading Halt - SNL,PR Newswire,/news/stocks/iiroc-trading-halt-snl-489139,neutral,0.8523954153060913
