datetime,title,source,link,sentiment_class,sentiment_score
10/17/2016 2:30:21 PM,BRIEF-Teleflex receives FDA clearance for Arrow Midline with Chlorag+ard Technology (TFX),Reuters,/news/stocks/brief-teleflex-receives-fda-clearance-for-arrow-midline-with-chlorag+ard-technology-tfx-1001446586,positive,0.9384117126464844
10/26/2016 2:42:23 PM,BRIEF-Teleflex announces European market clearance for its Arrow VPS Rhythm system (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-announces-european-market-clearance-for-its-arrow-vps-rhythm-system-2016-10,positive,0.8989624381065369
10/27/2016 1:38:18 PM,BRIEF-Teleflex Q3 adjusted earnings per share $1.80 from continuing operations (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-q3-adjusted-earnings-per-share-180-from-continuing-operations-2016-10,neutral,0.6862822771072388
12/2/2016 2:54:04 PM,"BRIEF-Teleflex Inc to buy Vascular Solutions for $1 bln (TFX, VASC)",Reuters,http://www.businessinsider.com/r-brief-teleflex-inc-to-buy-vascular-solutions-for-1-bln-2016-12,neutral,0.8955974578857422
12/3/2016 5:48:09 PM,"BRIEF-Teleflex says in connection with termination of merger agreement, Vascular Solutions may be required to pay Teleflex a termination fee of $35 mln (TFX, VASC)",Reuters,http://www.businessinsider.com/r-brief-teleflex-says-in-connection-with-termination-of-merger-agreement-vascular-solutions-may-be-required-to-pay-teleflex-a-termination-fee-of-35-mln-2016-12,negative,0.7590287923812866
12/15/2016 11:16:05 PM,BRIEF-Teleflex enters into agreements with certain of its convertible note holders (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-enters-into-agreements-with-certain-of-its-convertible-note-holders-2016-12,positive,0.9253982901573181
1/20/2017 11:10:04 PM,"BRIEF-Teleflex amends, restates existing credit agreement (TFX)",Reuters,http://www.businessinsider.com/r-brief-teleflex-amends-restates-existing-credit-agreement-2017-1,neutral,0.9158669114112854
2/23/2017 12:20:12 AM,BRIEF-Teleflex announces 510(k) clearance and US launch of trapliner catheter (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-announces-510k-clearance-and-us-launch-of-trapliner-catheter-2017-2,neutral,0.7736032605171204
2/23/2017 12:24:08 PM,"Teleflex CEO Benson Smith To Retire, Liam Kelly Named Successor - Quick Facts ",RTTNews,/news/stocks/teleflex-ceo-benson-smith-to-retire-liam-kelly-named-successor-quick-facts-1001776428,neutral,0.8954097032546997
2/23/2017 12:26:12 PM,BRIEF-Teleflex says Benson Smith to retire as CEO (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-says-benson-smith-to-retire-as-ceo-2017-2,neutral,0.8533180356025696
2/23/2017 12:33:20 PM,Teleflex Inc Bottom Line Advances 8% In Q4,RTTNews,/news/stocks/teleflex-inc-bottom-line-advances-8-in-q4-1001776504,positive,0.8359745144844055
2/23/2017 12:57:56 PM,Teleflex Sees FY17 Adj. EPS Above Market View After Q4 Results Top Estimates ,RTTNews,/news/stocks/teleflex-sees-fy17-adj-eps-above-market-view-after-q4-results-top-estimates-1001776599,neutral,0.5425711274147034
2/24/2017 1:20:00 PM,"Healthcare Stocks on Investors' Radar -- Alkermes, Teleflex, Cascadian Therapeutics, and InspireMD",PR Newswire,/news/stocks/healthcare-stocks-on-investors-radar-alkermes-teleflex-cascadian-therapeutics-and-inspiremd-1001781079,neutral,0.9268180727958679
3/14/2017 11:58:25 AM,Teleflex Announces 510(k) Clearance Of Twin-Pass Torque Dual Access Catheter ,RTTNews,/news/stocks/teleflex-announces-510-k-clearance-of-twin-pass-torque-dual-access-catheter-1001832856,positive,0.596168041229248
3/14/2017 11:58:26 AM,BRIEF-Teleflex announces U.S. commercial launch of spectre guidewire (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-announces-us-commercial-launch-of-spectre-guidewire-2017-3,neutral,0.8927266001701355
3/28/2017 4:36:49 AM,"BRIEF-Pyng receives securityholder approval for acquisition by Teleflex (PYT, TFX)",Reuters,http://www.businessinsider.com/r-brief-pyng-receives-securityholder-approval-for-acquisition-by-teleflex-2017-3,positive,0.6482564806938171
3/29/2017 11:18:47 PM,"BRIEF-Pyng receives final order for acquisition by Teleflex (PYT, TFX)",Reuters,http://www.businessinsider.com/r-brief-pyng-receives-final-order-for-acquisition-by-teleflex-2017-3,neutral,0.8901411890983582
5/2/2017 1:28:24 PM,Teleflex Gets FDA 510(k) Clearance For Arrow AC3 Optimus IABP ,RTTNews,/news/stocks/teleflex-gets-fda-510-k-clearance-for-arrow-ac3-optimus-iabp-1001968988,positive,0.8812450766563416
5/4/2017 12:35:57 PM,Teleflex Inc Q1 Income Advances 21%,RTTNews,/news/stocks/teleflex-inc-q1-income-advances-21-1001978879,neutral,0.8221446871757507
5/4/2017 12:46:03 PM,BRIEF-Teleflex Q1 adjusted earnings per share $1.80 from continuing operations (TFX),Reuters,http://www.businessinsider.com/r-brief-teleflex-q1-adjusted-earnings-per-share-180-from-continuing-operations-2017-5,neutral,0.716424822807312
