datetime,title,source,link,sentiment_class,sentiment_score
4/26/2018 1:58:00 PM,IIROC Trading Halt - CDAY,PR Newswire,/news/stocks/iiroc-trading-halt-cday-1022397236,neutral,0.8808776140213013
4/26/2018 1:58:00 PM,IIROC Trading Halt - CDAY,PR Newswire,/news/stocks/iiroc-trading-halt-cday-1022397235,neutral,0.8808776140213013
4/26/2018 5:14:00 PM,Ceridian Begins Trading on Toronto Stock Exchange,PR Newswire,/news/stocks/ceridian-begins-trading-on-toronto-stock-exchange-1022417745,neutral,0.9520835280418396
4/26/2018 5:14:00 PM,Ceridian Begins Trading on Toronto Stock Exchange,PR Newswire,/news/stocks/ceridian-begins-trading-on-toronto-stock-exchange-1022417746,neutral,0.9520835280418396
4/26/2018 5:21:00 PM,IIROC Trade Resumption - CDAY,PR Newswire,/news/stocks/iiroc-trade-resumption-cday-1022418745,neutral,0.9435582160949707
4/26/2018 5:21:00 PM,IIROC Trade Resumption - CDAY,PR Newswire,/news/stocks/iiroc-trade-resumption-cday-1022418746,neutral,0.9435582160949707
4/30/2018 10:15:00 PM,Ceridian HCM Holding Inc. Completes Initial Public Offering and Debt Refinancing,GlobeNewswire,/news/stocks/ceridian-hcm-holding-inc-completes-initial-public-offering-and-debt-refinancing-1022928535,neutral,0.6882569193840027
5/4/2018 5:22:00 PM,Ceridian HCM Holding Inc. Opens the Market,PR Newswire,/news/stocks/ceridian-hcm-holding-inc-opens-the-market-1023395560,neutral,0.8782711029052734
5/4/2018 5:22:00 PM,Ceridian HCM Holding Inc. Opens the Market,PR Newswire,/news/stocks/ceridian-hcm-holding-inc-opens-the-market-1023395561,neutral,0.8782711029052734
5/9/2018 2:16:47 AM,"Ceridian to Present at the J.P. Morgan Global Technology, Media and Communications Conference",GlobeNewswire,/news/stocks/ceridian-to-present-at-the-j-p-morgan-global-technology-media-and-communications-conference-1023812095,neutral,0.9296079277992249
5/9/2018 1:00:00 PM,Ceridian Wins Gold for Most Innovative Tech Company of the Year at the Stevie Awards,GlobeNewswire,/news/stocks/ceridian-wins-gold-for-most-innovative-tech-company-of-the-year-at-the-stevie-awards-1023863371,positive,0.9311811923980713
5/9/2018 10:15:00 PM,"Ceridian Announces Preliminary Financial Results for First Quarter 2018Full First Quarter 2018 Financial Results to be Announced on May 22, 2018",GlobeNewswire,/news/stocks/ceridian-announces-preliminary-financial-results-for-first-quarter-2018full-first-quarter-2018-financial-results-to-be-announced-on-may-22-2018-1023913740,neutral,0.9364904761314392
5/10/2018 12:11:40 AM,BRIEF-Ceridian HCM Holdings Q1 Revenue Up 11.7 Pct To $208.9 Mln,Reuters,http://feeds.reuters.com/~r/reuters/companyNews/~3/5mLf7gZDX2U/brief-ceridian-hcm-holdings-q1-revenue-up-11-7-pct-to-208-9-mln-idUSL8N1SGAAO,positive,0.948869526386261
5/10/2018 1:00:00 PM,Ceridian’s Dayforce Earns Top Spot in Nucleus Research’s Value Matrix for Workforce ManagementDayforce named the top leader for the fourth consecutive year,GlobeNewswire,/news/stocks/ceridian-s-dayforce-earns-top-spot-in-nucleus-research-s-value-matrix-for-workforce-managementdayforce-named-the-top-leader-for-the-fourth-consecutive-year-1023988477,positive,0.9064655303955078
5/22/2018 12:30:00 PM,Ceridian Reports First Quarter 2018 Results,GlobeNewswire,/news/stocks/ceridian-reports-first-quarter-2018-results-1025084278,neutral,0.8790425658226013
6/7/2018 2:00:00 PM,"Dayforce Allows Users to Predict, Quantify Employee Flight RiskCeridian also plans to develop Dayforce payroll capabilities in Australia and launch additional product features",GlobeNewswire,/news/stocks/dayforce-allows-users-to-predict-quantify-employee-flight-riskceridian-also-plans-to-develop-dayforce-payroll-capabilities-in-australia-and-launch-additional-product-features-1026779747,neutral,0.8207225203514099
6/20/2018 1:00:00 PM,Glassdoor’s 2018 Employees’ Choice Awards names David Ossip a Top CEOAward marks third time David Ossip has received Top CEO recognition from Glassdoor,GlobeNewswire,/news/stocks/glassdoor-s-2018-employees-choice-awards-names-david-ossip-a-top-ceoaward-marks-third-time-david-ossip-has-received-top-ceo-recognition-from-glassdoor-1027248148,positive,0.6416436433792114
6/27/2018 1:00:00 PM,Ceridian Awarded Global EDGE Certification for Gender Equality in the Workplace,GlobeNewswire,/news/stocks/ceridian-awarded-global-edge-certification-for-gender-equality-in-the-workplace-1027321867,positive,0.8671699166297913
7/19/2018 1:00:00 PM,Ceridian Wins Gold for Most Innovative Company of the Year at the IT World Awards,GlobeNewswire,/news/stocks/ceridian-wins-gold-for-most-innovative-company-of-the-year-at-the-it-world-awards-1027381713,positive,0.936284065246582
7/19/2018 10:15:00 PM,Ceridian Announces Second Quarter 2018 Earnings Release and Conference Call,GlobeNewswire,/news/stocks/ceridian-announces-second-quarter-2018-earnings-release-and-conference-call-1027384010,neutral,0.9219115972518921
7/24/2018 10:30:00 PM,Ceridian Announces the Appointment of New Directors,GlobeNewswire,/news/stocks/ceridian-announces-the-appointment-of-new-directors-1027396054,neutral,0.9142753481864929
7/31/2018 1:00:00 PM,"Ceridian launches Dayforce in the UKDayforce brings together payroll, HR, and workforce management in a single, cloud-based platform",GlobeNewswire,/news/stocks/ceridian-launches-dayforce-in-the-ukdayforce-brings-together-payroll-hr-and-workforce-management-in-a-single-cloud-based-platform-1027415571,neutral,0.9148852229118347
