datetime,title,source,link,sentiment_class,sentiment_score
9/28/2016 3:10:26 PM,BRIEF-Incyte corp - Epacadostat in combination with Pembrolizumab was well-tolerated (INCY),Reuters,/news/stocks/brief-incyte-corp-epacadostat-in-combination-with-pembrolizumab-was-well-tolerated-incy-1001423495,positive,0.9346929788589478
10/7/2016 3:10:21 PM,BRIEF-Incyte Corp provides additional Phase 1 Data from ECHO-202 trial (INCY),Reuters,/news/stocks/brief-incyte-corp-provides-additional-phase-1-data-from-echo-202-trial-incy-1001442972,neutral,0.9280445575714111
11/14/2016 6:56:18 PM,"BRIEF-Eli lilly and Incyte says Baricitinib treatment show improvements in rheumatoid arthritis symptoms in phase 3 (INCY, LLY)",Reuters,http://www.businessinsider.com/r-brief-eli-lilly-and-incyte-says-baricitinib-treatment-show-improvements-in-rheumatoid-arthritis-symptoms-in-phase-3-2016-11,positive,0.9534701108932495
11/14/2016 7:00:18 PM,"BRIEF-Baricitinib demonstrates early response compared to placebo (INCY, LLY)",Reuters,http://www.businessinsider.com/r-brief-baricitinib-demonstrates-early-response-compared-to-placebo-2016-11,positive,0.9413467049598694
11/30/2016 5:10:03 PM,"BRIEF-Agenus to start the phase 1/2 clinical trial of anti-OX40 (AGEN, INCY)",Reuters,http://www.businessinsider.com/r-brief-agenus-to-start-the-phase-1/2-clinical-trial-of-anti-ox40-2016-11,neutral,0.7239081263542175
12/6/2016 12:00:07 PM,"DEALTALK-Trump's corporate tax holiday could spur pharma M&A (JNJ, AGN, MSFT, ACAD, MRK, LLY, PFE, AMGN, AAPL, BMY, INCY, GILD)",Reuters,http://www.businessinsider.com/r-dealtalk-trumps-corporate-tax-holiday-could-spur-pharma-ma-2016-12,negative,0.8780308961868286
12/6/2016 2:02:03 PM,"RPT-DEALTALK-Trump's corporate tax holiday could spur pharma M&A (JNJ, AGN, MSFT, ACAD, MRK, LLY, PFE, AMGN, AAPL, BMY, INCY, GILD)",Reuters,http://www.businessinsider.com/r-rpt-dealtalk-trumps-corporate-tax-holiday-could-spur-pharma-ma-2016-12,negative,0.9314919114112854
12/16/2016 10:44:02 PM,"BRIEF-Incyte Corp , Eli Lilly amended license, development and commercialization agreement, entered into as of December 18, 2009 (INCY, LLY)",Reuters,http://www.businessinsider.com/r-brief-incyte-corp--eli-lilly-amended-license-development-and-commercialization-agreement-entered-into-as-of-december-18-2009-2016-12,neutral,0.9028259515762329
12/30/2016 10:36:03 PM,BRIEF-Incyte announces first patient treated in clinical trial program in graft-versus-host disease (INCY),Reuters,http://www.businessinsider.com/r-brief-incyte-announces-first-patient-treated-in-clinical-trial-program-in-graft-versus-host-disease-2016-12,neutral,0.6537199020385742
1/9/2017 2:34:05 PM,"BRIEF-Incyte and Merck to advance clinical development program investigating the combination of Epacadostat with Keytruda (INCY, MRK)",Reuters,http://www.businessinsider.com/r-brief-incyte-and-merck-to-advance-clinical-development-program-investigating-the-combination-of-epacadostat-with-keytruda-2017-1,positive,0.5860939621925354
1/23/2017 10:40:05 PM,BRIEF-Merus announces closing of global strategic research collaboration with Incyte (INCY),Reuters,http://www.businessinsider.com/r-brief-merus-announces-closing-of-global-strategic-research-collaboration-with-incyte-2017-1,neutral,0.8814725875854492
1/30/2017 1:28:11 PM,BRIEF-Incyte and Calithera Biosciences announce global collaboration  to develop and commercialize CB-1158 (INCY),Reuters,http://www.businessinsider.com/r-brief-incyte-and-calithera-biosciences-announce-global-collaboration--to-develop-and-commercialize-cb-1158-2017-1,positive,0.8026859164237976
2/6/2017 2:14:08 PM,"BRIEF-Immunovaccine says Princess Margaret Cancer Centre to conduct Phase 2 clinical trial to evaluate use of co, Merck's combination of immunotherapies (MRK, INCY)",Reuters,http://www.businessinsider.com/r-brief-immunovaccine-says-princess-margaret-cancer-centre-to-conduct-phase-2-clinical-trial-to-evaluate-use-of-co-mercks-combination-of-immunotherapies-2017-2,positive,0.6521475911140442
2/13/2017 10:56:10 PM,"BRIEF-European Commission approves once-daily olumiant tablets for treatment of rheumatoid arthritis (INCY, LLY)",Reuters,http://www.businessinsider.com/r-brief-european-commission-approves-once-daily-olumiant-tablets-for-treatment-of-rheumatoid-arthritis-2017-2,positive,0.7532097101211548
2/14/2017 1:03:28 PM,Incyte Corporation Bottom Line Falls 84% In Q4,RTTNews,/news/stocks/incyte-corporation-bottom-line-falls-84-in-q4-1001748239,negative,0.9717422723770142
2/14/2017 1:26:10 PM,"BRIEF-Incyte and Agenus amend collaboration agreement (AGEN, INCY)",Reuters,http://www.businessinsider.com/r-brief-incyte-and-agenus-amend-collaboration-agreement-2017-2,neutral,0.8616163730621338
2/14/2017 1:26:10 PM,BRIEF-Incyte reports Q4 earnings per share $0.05 (INCY),Reuters,http://www.businessinsider.com/r-brief-incyte-reports-q4-earnings-per-share-005-2017-2,neutral,0.7428057789802551
2/16/2017 12:12:11 AM,"BRIEF-Eli Lilly says additional results from pivotal ra-beam study published in New England Journal of Medicine (INCY, LLY)",Reuters,http://www.businessinsider.com/r-brief-eli-lilly-says-additional-results-from-pivotal-ra-beam-study-published-in-new-england-journal-of-medicine-2017-2,neutral,0.902260959148407
2/21/2017 2:46:12 PM,BRIEF-Incyte Corp says entered into letter agreement with certain entities affiliated with Julian Baker - SEC filing (INCY),Reuters,http://www.businessinsider.com/r-brief-incyte-corp-says-entered-into-letter-agreement-with-certain-entities-affiliated-with-julian-baker---sec-filing-2017-2,neutral,0.720605194568634
2/23/2017 11:57:00 PM,"Incyte, CBOE Holdings, Regency Centers Set to Join S&P 500; Others to Join S&P MidCap 400",PR Newswire,/news/stocks/incyte-cboe-holdings-regency-centers-set-to-join-s-p-500-others-to-join-s-p-midcap-400-1001779406,neutral,0.9278321266174316
2/24/2017 12:24:14 AM,"BRIEF-Incyte to replace Spectra Energy in S&P 500 (INCY, SE, CBOE, PBI)",Reuters,http://www.businessinsider.com/r-brief-incyte-to-replace-spectra-energy-in-sp-500-2017-2,neutral,0.9367347955703735
3/3/2017 1:15:00 PM,"How These Biotech Stocks are Faring? -- Geron, Incyte, Illumina, and Bellerophon Therapeutics",PR Newswire,/news/stocks/how-these-biotech-stocks-are-faring-geron-incyte-illumina-and-bellerophon-therapeutics-1001802642,neutral,0.9318112134933472
3/24/2017 11:33:55 AM,Biotech Stocks Facing FDA Decision In April ,RTTNews,/news/stocks/biotech-stocks-facing-fda-decision-in-april-1001865270,neutral,0.7716754078865051
3/31/2017 1:16:50 PM,"BRIEF-Incyte and Merck provide additional details on previously announced collaboration (INCY, MRK)",Reuters,http://www.businessinsider.com/r-brief-incyte-and-merck-provide-additional-details-on-previously-announced-collaboration-2017-3,neutral,0.9470655918121338
3/31/2017 1:41:14 PM,"Incyte, Merck Give Further Details On Epacadostat - KEYTRUDA Clinical Program ",RTTNews,/news/stocks/incyte-merck-give-further-details-on-epacadostat-keytruda-clinical-program-1001885736,neutral,0.9476086497306824
4/3/2017 6:05:53 AM,"Setback For ACOR In Ampyra Suit, EARS Put On Notice, STDY On Steady Rise ",RTTNews,/news/stocks/setback-for-acor-in-ampyra-suit-ears-put-on-notice-stdy-on-steady-rise-1001888420,positive,0.8297256231307983
